#[1]xEvo [2]T [3]Muu [4]Mud [5]Mus [6]Tau [7]E
0.01 0.232537 0.592813 0.637832 0 0.00225606 0.129155
0.0102531 0.234093 0.590203 0.635164 0 0.00231894 0.130335
0.0105126 0.235673 0.587481 0.63251 0 0.00238335 0.131531
0.0107786 0.237247 0.584761 0.629856 0 0.00244983 0.132742
0.0110514 0.238813 0.582043 0.627204 0 0.00251843 0.133969
0.0113311 0.240374 0.579328 0.624553 0 0.00258922 0.135211
0.0116179 0.241927 0.576616 0.621902 0 0.00266229 0.13647
0.0119119 0.243474 0.573907 0.619254 0 0.00273769 0.137744
0.0122134 0.245015 0.571202 0.616607 0 0.00281551 0.139035
0.0125225 0.246549 0.568501 0.613963 0 0.00289582 0.140342
0.0128395 0.248078 0.565804 0.61132 0 0.00297871 0.141666
0.0131644 0.2496 0.563111 0.608681 0 0.00306426 0.143006
0.0134976 0.251115 0.560423 0.606044 0 0.00315256 0.144363
0.0138392 0.252625 0.557739 0.603409 0 0.0032437 0.145736
0.0141894 0.254129 0.555061 0.600778 0 0.00333777 0.147127
0.0145486 0.255627 0.552387 0.59815 0 0.00343486 0.148535
0.0149168 0.257119 0.549719 0.595526 0 0.00353508 0.149961
0.0152943 0.258606 0.547057 0.592905 0 0.00363853 0.151403
0.0156814 0.260087 0.5444 0.590288 0 0.00374532 0.152864
0.0160782 0.261562 0.54175 0.587675 0 0.00385554 0.154342
0.0164852 0.263032 0.539105 0.585067 0 0.00396933 0.155839
0.0169024 0.264496 0.536467 0.582462 0 0.00408679 0.157353
0.0173301 0.265955 0.533836 0.579862 0 0.00420805 0.158886
0.0177688 0.267409 0.531211 0.577267 0 0.00433322 0.160437
0.0182185 0.268858 0.528593 0.574677 0 0.00446245 0.162007
0.0186795 0.270301 0.525982 0.572091 0 0.00459586 0.163596
0.0191523 0.27174 0.523378 0.569511 0 0.00473359 0.165204
0.019637 0.273174 0.520781 0.566935 0 0.00487579 0.166831
0.020134 0.274603 0.518192 0.564365 0 0.0050226 0.168477
0.0206436 0.276027 0.515611 0.561801 0 0.00517417 0.170143
0.021166 0.277446 0.513037 0.559242 0 0.00533067 0.171829
0.0217017 0.278861 0.510471 0.556689 0 0.00549225 0.173534
0.022251 0.280271 0.507914 0.554142 0 0.00565908 0.17526
0.0228141 0.281677 0.505364 0.5516 0 0.00583135 0.177006
0.0233915 0.283078 0.502823 0.549065 0 0.00600922 0.178772
0.0239835 0.284475 0.50029 0.546536 0 0.00619288 0.180559
0.0245905 0.285868 0.497765 0.544014 0 0.00638254 0.182367
0.0252129 0.287256 0.495249 0.541497 0 0.00657837 0.184195
0.025851 0.288641 0.492742 0.538988 0 0.0067806 0.186045
0.0265052 0.290021 0.490243 0.536485 0 0.00698944 0.187917
0.027176 0.291398 0.487754 0.533988 0 0.0072051 0.18981
0.0278638 0.29277 0.485273 0.531499 0 0.0074278 0.191725
0.028569 0.294139 0.482802 0.529016 0 0.0076578 0.193661
0.0292921 0.295504 0.48034 0.526541 0 0.00789532 0.19562
0.0300334 0.296865 0.477887 0.524072 0 0.00814062 0.197602
0.0307935 0.298223 0.475443 0.521611 0 0.00839396 0.199606
0.0315729 0.299577 0.473009 0.519157 0 0.00865561 0.201633
0.0323719 0.300928 0.470584 0.51671 0 0.00892585 0.203683
0.0331912 0.302275 0.468169 0.514271 0 0.00920495 0.205756
0.0340312 0.303619 0.465763 0.511839 0 0.00949323 0.207853
0.0348925 0.304959 0.463367 0.509415 0 0.00979097 0.209973
0.0357756 0.306297 0.460981 0.506999 0 0.0100985 0.212118
0.036681 0.307631 0.458605 0.50459 0 0.0104162 0.214286
0.0376094 0.308962 0.456239 0.502189 0 0.0107443 0.216479
0.0385612 0.31029 0.453883 0.499796 0 0.0110832 0.218696
0.0395372 0.311614 0.451537 0.497411 0 0.0114333 0.220938
0.0405378 0.312936 0.4492 0.495034 0 0.011795 0.223205
0.0415638 0.314256 0.446874 0.492665 0 0.0121685 0.225497
0.0426157 0.315572 0.444559 0.490305 0 0.0125544 0.227815
0.0436942 0.316885 0.442253 0.487952 0 0.0129531 0.230158
0.0448001 0.318196 0.439958 0.485608 0 0.0133649 0.232527
0.0459339 0.319504 0.437673 0.483272 0 0.0137904 0.234922
0.0470965 0.32081 0.435398 0.480945 0 0.0142299 0.237344
0.0482884 0.322112 0.433134 0.478626 0 0.014684 0.239792
0.0495105 0.323413 0.43088 0.476315 0 0.0151531 0.242267
0.0507636 0.324711 0.428637 0.474014 0 0.0156377 0.244769
0.0520483 0.326006 0.426404 0.47172 0 0.0161384 0.247298
0.0533656 0.327299 0.424182 0.469436 0 0.0166558 0.249855
0.0547162 0.32859 0.421971 0.46716 0 0.0171903 0.252439
0.056101 0.329878 0.41977 0.464893 0 0.0177425 0.255051
0.0575209 0.331165 0.41758 0.462635 0 0.0183131 0.257692
0.0589766 0.332449 0.4154 0.460386 0 0.0189027 0.26036
0.0604693 0.333731 0.413231 0.458145 0 0.0195118 0.263058
0.0619997 0.33501 0.411073 0.455914 0 0.0201413 0.265784
0.0635688 0.336288 0.408925 0.453692 0 0.0207916 0.268539
0.0651776 0.337564 0.406789 0.451479 0 0.0214637 0.271324
0.0668272 0.338837 0.404663 0.449274 0 0.0221581 0.274138
0.0685185 0.340109 0.402548 0.447079 0 0.0228757 0.276982
0.0702526 0.341379 0.400443 0.444894 0 0.0236172 0.279856
0.0720306 0.342647 0.39835 0.442717 0 0.0243835 0.28276
0.0738536 0.343913 0.396267 0.44055 0 0.0251753 0.285695
0.0757228 0.345177 0.394196 0.438392 0 0.0259936 0.28866
0.0776392 0.346439 0.392135 0.436244 0 0.0268393 0.291656
0.0796042 0.3477 0.390085 0.434105 0 0.0277132 0.294684
0.0816189 0.348959 0.388046 0.431975 0 0.0286164 0.297742
0.0836845 0.350216 0.386018 0.429855 0 0.0295498 0.300833
0.0858025 0.351471 0.384001 0.427745 0 0.0305144 0.303955
0.087974 0.352725 0.381995 0.425644 0 0.0315113 0.307109
0.0902005 0.353977 0.38 0.423552 0 0.0325417 0.310295
0.0924834 0.355228 0.378015 0.42147 0 0.0336066 0.313514
0.094824 0.356477 0.376042 0.419398 0 0.0347073 0.316765
0.0972239 0.357724 0.37408 0.417336 0 0.0358449 0.320049
0.0996845 0.35897 0.372129 0.415283 0 0.0370207 0.323366
0.102207 0.360214 0.370188 0.413241 0 0.0382359 0.326717
0.104794 0.361457 0.368259 0.411208 0 0.0394921 0.330101
0.107446 0.362698 0.366341 0.409184 0 0.0407905 0.333518
0.110166 0.363938 0.364433 0.407171 0 0.0421326 0.33697
0.112954 0.365177 0.362537 0.405168 0 0.0435198 0.340455
0.115813 0.366413 0.360652 0.403174 0 0.0449538 0.343975
0.118744 0.367649 0.358777 0.401191 0 0.0464361 0.347529
0.121749 0.368883 0.356914 0.399217 0 0.0479684 0.351118
0.12483 0.370115 0.355062 0.397254 0 0.0495523 0.354742
0.127989 0.371346 0.353221 0.395301 0 0.0511897 0.3584
0.131229 0.372576 0.35139 0.393357 0 0.0528824 0.362094
0.13455 0.373804 0.349571 0.391424 0 0.0546323 0.365823
0.137955 0.375031 0.347763 0.389501 0 0.0564413 0.369587
0.141447 0.376256 0.345966 0.387588 0 0.0583114 0.373387
0.145027 0.37748 0.34418 0.385686 0 0.0602449 0.377222
0.148697 0.378702 0.342405 0.383794 0 0.0622438 0.381093
0.15246 0.379924 0.340641 0.381912 0 0.0643103 0.385001
0.156319 0.381143 0.338888 0.38004 0 0.0664469 0.388944
0.160275 0.382361 0.337146 0.378178 0 0.068656 0.392923
0.164331 0.383578 0.335415 0.376327 0 0.0709399 0.396939
0.16849 0.384793 0.333695 0.374487 0 0.0733014 0.400991
0.172755 0.386007 0.331986 0.372657 0 0.075743 0.40508
0.177127 0.387219 0.330288 0.370837 0 0.0782676 0.409205
0.18161 0.388429 0.328601 0.369028 0 0.080878 0.413367
0.186206 0.389639 0.326926 0.367229 0 0.0835772 0.417565
0.190919 0.390846 0.325261 0.365441 0 0.0863682 0.4218
0.195751 0.392052 0.323607 0.363663 0 0.0892543 0.426072
0.200705 0.393256 0.321964 0.361896 0 0.0922387 0.43038
0.205784 0.394459 0.320333 0.36014 0 0.0953247 0.434726
0.210993 0.39566 0.318712 0.358394 0 0.0985161 0.439108
0.216333 0.39686 0.317103 0.356659 0 0.101816 0.443526
0.221808 0.398057 0.315504 0.354935 0 0.105229 0.447982
0.227421 0.399253 0.313917 0.353222 0 0.108759 0.452474
0.233177 0.400447 0.31234 0.351519 0 0.112409 0.457003
0.239078 0.40164 0.310775 0.349827 0 0.116184 0.461569
0.245129 0.40283 0.309221 0.348146 0 0.120088 0.466171
0.251333 0.404019 0.307677 0.346476 0 0.124126 0.470809
0.257694 0.405205 0.306145 0.344816 0 0.128302 0.475484
0.264216 0.40639 0.304624 0.343168 0 0.132622 0.480195
0.270903 0.407573 0.303114 0.341531 0 0.137089 0.484941
0.277759 0.408753 0.301615 0.339904 0 0.14171 0.489724
0.284789 0.409931 0.300127 0.338289 0 0.14649 0.494543
0.291996 0.411108 0.29865 0.336685 0 0.151434 0.499396
0.299386 0.412282 0.297184 0.335091 0 0.156548 0.504286
0.306964 0.413453 0.29573 0.333509 0 0.161838 0.50921
0.314732 0.414623 0.294286 0.331938 0 0.16731 0.514169
0.322698 0.415789 0.292854 0.330379 0 0.172971 0.519162
0.330865 0.416954 0.291433 0.32883 0 0.178827 0.52419
0.339239 0.418116 0.290022 0.327293 0 0.184886 0.529251
0.347824 0.419275 0.288623 0.325767 0 0.191153 0.534347
0.356627 0.420431 0.287235 0.324252 0 0.197637 0.539475
0.365653 0.421585 0.285859 0.322749 0 0.204346 0.544636
0.374907 0.422736 0.284493 0.321257 0 0.211287 0.549829
0.384396 0.423884 0.283139 0.319776 0 0.218468 0.555055
0.394124 0.425029 0.281795 0.318307 0 0.225898 0.560312
0.404099 0.426171 0.280463 0.316849 0 0.233585 0.565599
0.414326 0.42731 0.279143 0.315403 0 0.24154 0.570918
0.424813 0.428446 0.277833 0.313969 0 0.249771 0.576266
0.435564 0.429578 0.276535 0.312546 0 0.258288 0.581644
0.446588 0.430707 0.275247 0.311134 0 0.267102 0.58705
0.45789 0.431833 0.273971 0.309735 0 0.276222 0.592485
0.469479 0.432954 0.272707 0.308347 0 0.285661 0.597947
0.481361 0.434072 0.271453 0.30697 0 0.295429 0.603436
0.493543 0.435187 0.270211 0.305606 0 0.305537 0.608951
0.506034 0.436297 0.26898 0.304253 0 0.315999 0.614491
0.518841 0.437403 0.267761 0.302912 0 0.326827 0.620056
0.531972 0.438506 0.266553 0.301583 0 0.338034 0.625645
0.545436 0.439604 0.265356 0.300266 0 0.349634 0.631257
0.55924 0.440698 0.264171 0.298961 0 0.36164 0.636891
0.573394 0.441787 0.262996 0.297668 0 0.374068 0.642547
0.587906 0.442872 0.261834 0.296386 0 0.386932 0.648222
0.602785 0.443952 0.260682 0.295117 0 0.400249 0.653917
0.618041 0.445027 0.259543 0.29386 0 0.414034 0.659631
0.633682 0.446098 0.258414 0.292615 0 0.428305 0.665362
0.64972 0.447163 0.257297 0.291382 0 0.443079 0.671109
0.666164 0.448223 0.256192 0.290161 0 0.458374 0.676872
0.683023 0.449278 0.255097 0.288953 0 0.47421 0.682648
0.70031 0.450328 0.254015 0.287757 0 0.490605 0.688438
0.718034 0.451372 0.252944 0.286573 0 0.507581 0.694239
0.736206 0.45241 0.251884 0.285401 0 0.525159 0.700052
0.754839 0.453443 0.250836 0.284241 0 0.54336 0.705873
0.773943 0.45447 0.2498 0.283094 0 0.562207 0.711703
0.79353 0.45549 0.248775 0.28196 0 0.581723 0.717539
0.813614 0.456505 0.247761 0.280838 0 0.601934 0.723382
0.834205 0.457513 0.246759 0.279728 0 0.622865 0.729228
0.855318 0.458515 0.245769 0.27863 0 0.644542 0.735077
0.876965 0.45951 0.244791 0.277546 0 0.666992 0.740928
0.89916 0.460498 0.243824 0.276473 0 0.690244 0.746778
0.921916 0.46148 0.242868 0.275414 0 0.714328 0.752627
0.945249 0.462455 0.241924 0.274366 0 0.739274 0.758473
0.969172 0.463422 0.240992 0.273332 0 0.765113 0.764315
0.9937 0.464382 0.240072 0.27231 0 0.79188 0.77015
1.01868 0.465329 0.239169 0.271307 0 0.819418 0.775939
1.04368 0.466247 0.238298 0.270339 0 0.847259 0.781584
1.06868 0.467136 0.237458 0.269406 0 0.875379 0.787086
1.09368 0.467997 0.236647 0.268506 0 0.903774 0.79245
1.11868 0.468833 0.235865 0.267636 0 0.932441 0.797681
1.14368 0.469643 0.235109 0.266796 0 0.961377 0.802785
1.16868 0.47043 0.234379 0.265983 0 0.99058 0.807766
1.19368 0.471195 0.233672 0.265197 0 1.02005 0.812629
1.21868 0.471937 0.232988 0.264436 0 1.04978 0.817377
1.24368 0.472659 0.232326 0.263698 0 1.07977 0.822015
1.26868 0.473361 0.231684 0.262984 0 1.11001 0.826547
1.29368 0.474044 0.231062 0.262292 0 1.14052 0.830976
1.31868 0.474709 0.230459 0.26162 0 1.17127 0.835305
1.34368 0.475356 0.229873 0.260968 0 1.20228 0.839539
1.36868 0.475986 0.229305 0.260335 0 1.23353 0.843679
1.39368 0.4766 0.228754 0.25972 0 1.26504 0.84773
1.41868 0.477198 0.228218 0.259123 0 1.29678 0.851693
1.44368 0.477782 0.227697 0.258542 0 1.32877 0.855572
1.46868 0.478351 0.22719 0.257977 0 1.36101 0.85937
1.49368 0.478906 0.226697 0.257428 0 1.39348 0.863088
1.51868 0.479448 0.226218 0.256894 0 1.42619 0.866729
1.54368 0.479976 0.225751 0.256373 0 1.45914 0.870296
1.56868 0.480493 0.225297 0.255866 0 1.49232 0.87379
1.59368 0.480997 0.224854 0.255372 0 1.52573 0.877214
1.61868 0.481489 0.224423 0.254891 0 1.55938 0.88057
1.64368 0.481971 0.224002 0.254422 0 1.59325 0.88386
1.66868 0.482441 0.223593 0.253965 0 1.62736 0.887085
1.69368 0.482901 0.223193 0.253519 0 1.66169 0.890248
1.71868 0.483351 0.222803 0.253083 0 1.69624 0.89335
1.74368 0.483791 0.222422 0.252659 0 1.73102 0.896393
1.76868 0.484221 0.222051 0.252244 0 1.76603 0.899378
1.79368 0.484642 0.221688 0.251839 0 1.80125 0.902307
1.81868 0.485055 0.221334 0.251443 0 1.8367 0.905182
1.84368 0.485458 0.220988 0.251057 0 1.87236 0.908004
1.86868 0.485853 0.22065 0.250679 0 1.90824 0.910774
1.89368 0.486241 0.220319 0.25031 0 1.94434 0.913494
1.91868 0.48662 0.219996 0.249949 0 1.98065 0.916165
1.94368 0.486991 0.21968 0.249596 0 2.01718 0.918788
1.96868 0.487355 0.219371 0.249251 0 2.05392 0.921365
1.99368 0.487712 0.219069 0.248913 0 2.09087 0.923896
2.01868 0.488062 0.218773 0.248583 0 2.12803 0.926383
2.04368 0.488405 0.218484 0.248259 0 2.1654 0.928827
2.06868 0.488741 0.2182 0.247942 0 2.20298 0.931229
2.09368 0.489071 0.217923 0.247632 0 2.24077 0.933589
2.11868 0.489395 0.217651 0.247329 0 2.27876 0.93591
2.14368 0.489712 0.217385 0.247031 0 2.31696 0.938192
2.16868 0.490024 0.217124 0.246739 0 2.35536 0.940435
2.19368 0.490329 0.216869 0.246454 0 2.39396 0.942641
2.21868 0.49063 0.216618 0.246174 0 2.43277 0.944811
2.24368 0.490924 0.216373 0.245899 0 2.47178 0.946946
2.26868 0.491214 0.216132 0.24563 0 2.51098 0.949045
2.29368 0.491498 0.215896 0.245366 0 2.55039 0.951111
2.31868 0.491777 0.215664 0.245107 0 2.58999 0.953143
2.34368 0.492051 0.215437 0.244853 0 2.62979 0.955144
2.36868 0.492321 0.215215 0.244604 0 2.66979 0.957112
2.39368 0.492585 0.214996 0.244359 0 2.70998 0.95905
2.41868 0.492846 0.214781 0.244119 0 2.75037 0.960957
2.44368 0.493101 0.214571 0.243884 0 2.79095 0.962835
2.46868 0.493353 0.214364 0.243653 0 2.83172 0.964684
2.49368 0.4936 0.214161 0.243425 0 2.87269 0.966504
2.51868 0.493843 0.213962 0.243202 0 2.91384 0.968297
2.54368 0.494082 0.213766 0.242983 0 2.95519 0.970062
2.56868 0.494317 0.213574 0.242768 0 2.99672 0.971802
2.59368 0.494548 0.213385 0.242557 0 3.03845 0.973515
2.61868 0.494775 0.213199 0.242349 0 3.08036 0.975203
2.64368 0.494999 0.213017 0.242145 0 3.12246 0.976865
2.66868 0.495219 0.212838 0.241944 0 3.16474 0.978504
2.69368 0.495436 0.212661 0.241747 0 3.20721 0.980119
2.71868 0.495649 0.212488 0.241553 0 3.24987 0.98171
2.74368 0.495859 0.212318 0.241362 0 3.2927 0.983278
2.76868 0.496066 0.21215 0.241175 0 3.33572 0.984824
2.79368 0.496269 0.211986 0.24099 0 3.37893 0.986348
2.81868 0.496469 0.211823 0.240809 0 3.42231 0.987851
2.84368 0.496667 0.211664 0.24063 0 3.46588 0.989332
2.86868 0.496861 0.211507 0.240455 0 3.50963 0.990793
2.89368 0.497052 0.211353 0.240282 0 3.55355 0.992233
2.91868 0.497241 0.211201 0.240112 0 3.59766 0.993654
2.94368 0.497426 0.211052 0.239944 0 3.64194 0.995055
2.96868 0.497609 0.210905 0.23978 0 3.6864 0.996437
2.99368 0.497789 0.21076 0.239618 0 3.73103 0.997801
3.01868 0.497967 0.210617 0.239458 0 3.77585 0.999146
