4 0.06 0.06 1.88239e+06 -12 -12
-7.86 0.06 5.59849e-06 0 0 0
-7.86 0.12 8.79714e-06 0 0 0
-7.86 0.18 1.33018e-05 0 0 0
-7.86 0.24 1.93396e-05 0 0 0
-7.86 0.3 2.70146e-05 0 0 0
-7.86 0.36 3.62304e-05 0 0 0
-7.86 0.42 4.62633e-05 0 0 0
-7.86 0.48 5.70314e-05 0 0 0
-7.8 0.06 1.24827e-05 0 0 0
-7.8 0.12 1.97313e-05 0 0 0
-7.8 0.18 2.99967e-05 0 0 0
-7.8 0.24 4.34961e-05 0 0 0
-7.8 0.3 6.08972e-05 0 0 0
-7.8 0.36 8.18099e-05 0 0 0
-7.8 0.42 0.000105401 0 0 0
-7.8 0.48 0.000130174 0 0 0
-7.8 0.54 0.000154074 0 0 0
-7.8 0.6 0.000174733 0 0 0
-7.8 0.66 0.000189852 0 0 0
-7.74 0 1.63203e-05 0 0 0
-7.74 0.06 2.69627e-05 0 0 0
-7.74 0.12 4.25442e-05 0 0 0
-7.74 0.18 6.48457e-05 0 0 0
-7.74 0.24 9.48976e-05 0 0 0
-7.74 0.3 0.00013324 0 0 0
-7.74 0.36 0.000179364 0 0 0
-7.74 0.42 0.000231403 0 0 0
-7.74 0.48 0.000286036 0 0 0
-7.74 0.54 0.000338706 0 0 0
-7.74 0.6 0.000384204 0 0 0
-7.74 0.66 0.000417475 0 0 0
-7.74 0.72 0.000434554 0 0 0
-7.74 0.78 0.000433314 0 0 0
-7.68 0 3.38991e-05 0 0 0
-7.68 0.06 5.58289e-05 0 0 0
-7.68 0.12 8.89241e-05 0 0 0
-7.68 0.18 0.000135993 0 0 0
-7.68 0.24 0.000199485 0 0 0
-7.68 0.3 0.000280477 0 0 0
-7.68 0.36 0.000377809 0 0 0
-7.68 0.42 0.00048744 0 0 0
-7.68 0.48 0.000602314 0 0 0
-7.68 0.54 0.000712829 0 0 0
-7.68 0.6 0.000808131 0 0 0
-7.68 0.66 0.000877735 0 0 0
-7.68 0.72 0.000913424 0 0 0
-7.68 0.78 0.000910849 0 0 0
-7.68 0.84 0.000870317 0 0 0
-7.68 0.9 0.000796783 0 0 0
-7.62 -0.06 3.91787e-05 0 0 0
-7.62 0 6.73431e-05 0 0 0
-7.62 0.06 0.000112056 0 0 0
-7.62 0.12 0.000179015 0 0 0
-7.62 0.18 0.000274251 0 0 0
-7.62 0.24 0.000402563 0 0 0
-7.62 0.3 0.000565855 0 0 0
-7.62 0.36 0.000761493 0 0 0
-7.62 0.42 0.000981139 0 0 0
-7.62 0.48 0.00121053 0 0 0
-7.62 0.54 0.00143062 0 0 0
-7.62 0.6 0.00161996 0 0 0
-7.62 0.66 0.00175802 0 0 0
-7.62 0.72 0.00182874 0 0 0
-7.62 0.78 0.00182363 0 0 0
-7.62 0.84 0.00174333 0 0 0
-7.62 0.9 0.00159742 0 0 0
-7.62 0.96 0.00140276 0 0 0
-7.56 -0.06 7.46237e-05 0 0 0
-7.56 0 0.000129669 0 0 0
-7.56 0.06 0.000216334 0 0 0
-7.56 0.12 0.000346032 0 0 0
-7.56 0.18 0.000530081 0 0 0
-7.56 0.24 0.000777193 0 0 0
-7.56 0.3 0.00109038 0 0 0
-7.56 0.36 0.00146398 0 0 0
-7.56 0.42 0.00188169 0 0 0
-7.56 0.48 0.00231631 0 0 0
-7.56 0.54 0.00273209 0 0 0
-7.56 0.6 0.00308886 0 0 0
-7.56 0.66 0.00334854 0 0 0
-7.56 0.72 0.00348149 0 0 0
