7 0.06 0.06 79358.9 -12 -12
-4.98 -0.06 1.881e-05 0 0 0
-4.98 0 2.25984e-05 0 0 0
-4.98 0.06 2.6041e-05 0 0 0
-4.98 0.12 2.8774e-05 0 0 0
-4.98 0.18 3.04811e-05 0 0 0
-4.98 0.24 3.09526e-05 0 0 0
-4.98 0.3 3.01289e-05 0 0 0
-4.98 0.36 2.81134e-05 0 0 0
-4.98 0.42 2.51501e-05 0 0 0
-4.92 -0.3 1.52142e-05 0 0 0
-4.92 -0.24 2.16119e-05 0 0 0
-4.92 -0.18 2.9485e-05 0 0 0
-4.92 -0.12 3.8611e-05 0 0 0
-4.92 -0.06 4.81188e-05 0 0 0
-4.92 0 5.79024e-05 0 0 0
-4.92 0.06 6.68014e-05 0 0 0
-4.92 0.12 7.38703e-05 0 0 0
-4.92 0.18 7.82865e-05 0 0 0
-4.92 0.24 7.95058e-05 0 0 0
-4.92 0.3 7.7374e-05 0 0 0
-4.92 0.36 7.21607e-05 0 0 0
-4.92 0.42 6.44994e-05 0 0 0
-4.92 0.48 5.52613e-05 0 0 0
-4.92 0.54 4.53972e-05 0 0 0
-4.92 0.6 3.60007e-05 0 0 0
-4.92 0.66 2.71823e-05 0 0 0
-4.86 -0.42 1.63131e-05 0 0 0
-4.86 -0.36 2.52211e-05 0 0 0
-4.86 -0.3 3.7484e-05 0 0 0
-4.86 -0.24 5.30526e-05 0 0 0
-4.86 -0.18 7.25514e-05 0 0 0
-4.86 -0.12 9.51696e-05 0 0 0
-4.86 -0.06 0.000119693 0 0 0
-4.86 0 0.000144282 0 0 0
-4.86 0.06 0.000166658 0 0 0
-4.86 0.12 0.000184434 0 0 0
-4.86 0.18 0.000195543 0 0 0
-4.86 0.24 0.000198611 0 0 0
-4.86 0.3 0.000193251 0 0 0
-4.86 0.36 0.000180137 0 0 0
-4.86 0.42 0.000160865 0 0 0
-4.86 0.48 0.000137643 0 0 0
-4.86 0.54 0.000112859 0 0 0
-4.86 0.6 8.87009e-05 0 0 0
-4.86 0.66 6.68462e-05 0 0 0
-4.86 0.72 4.83301e-05 0 0 0
-4.86 0.78 3.37508e-05 0 0 0
-4.86 0.84 2.2462e-05 0 0 0
-4.8 -0.54 1.41876e-05 0 0 0
-4.8 -0.48 2.38403e-05 0 0 0
-4.8 -0.42 3.85572e-05 0 0 0
-4.8 -0.36 5.94094e-05 0 0 0
-4.8 -0.3 8.85164e-05 0 0 0
-4.8 -0.24 0.000126556 0 0 0
-4.8 -0.18 0.000173512 0 0 0
-4.8 -0.12 0.000228007 0 0 0
-4.8 -0.06 0.000287074 0 0 0
-4.8 0 0.000346259 0 0 0
-4.8 0.06 0.000400062 0 0 0
-4.8 0.12 0.000442784 0 0 0
-4.8 0.18 0.000469453 0 0 0
-4.8 0.24 0.000476812 0 0 0
-4.8 0.3 0.000463949 0 0 0
-4.8 0.36 0.000432453 0 0 0
-4.8 0.42 0.000386146 0 0 0
-4.8 0.48 0.000330285 0 0 0
-4.8 0.54 0.000270616 0 0 0
-4.8 0.6 0.000212419 0 0 0
-4.8 0.66 0.00015977 0 0 0
-4.8 0.72 0.00011519 0 0 0
-4.8 0.78 7.96529e-05 0 0 0
-4.8 0.84 5.28652e-05 0 0 0
-4.8 0.9 3.39156e-05 0 0 0
-4.8 0.96 2.07488e-05 0 0 0
-4.74 -0.66 1.00229e-05 0 0 0
-4.74 -0.6 1.82631e-05 0 0 0
-4.74 -0.54 3.20819e-05 0 0 0
-4.74 -0.48 5.38013e-05 0 0 0
-4.74 -0.42 8.72598e-05 0 0 0
-4.74 -0.36 0.000135909 0 0 0
-4.74 -0.3 0.000203067 0 0 0
-4.74 -0.24 0.00029083 0 0 0
-4.74 -0.18 0.000399032 0 0 0
-4.74 -0.12 0.000524345 0 0 0
-4.74 -0.06 0.000659844 0 0 0
-4.74 0 0.000795271 0 0 0
-4.74 0.06 0.0009181 0 0 0
-4.74 0.12 0.00101545 0 0 0
-4.74 0.18 0.00107615 0 0 0
-4.74 0.24 0.00109288 0 0 0
-4.74 0.3 0.00106363 0 0 0
-4.74 0.36 0.000991927 0 0 0
-4.74 0.42 0.000886356 0 0 0
