0 5 130.21 98.213 0 0
5 10 98.2122 91.7356 0 0
10 15 91.7348 85.4555 0 0
15 20 85.4547 78.897 0 0
20 25 78.8968 72.2355 0 0
25 30 72.2353 65.4975 0 0
30 35 65.4975 58.7307 0 0
35 40 58.7297 52.216 0 0
40 45 52.2159 45.968 0 0
45 50 45.9674 39.9501 0 0
50 55 39.9492 34.2946 0 0
55 60 34.2945 29.1418 0 0
60 65 29.1414 24.5172 0 0
65 70 24.5171 20.3661 0 0
70 75 20.3655 16.5778 0 0
75 80 16.5772 13.0528 0 0
80 85 13.052 9.63912 0 0
85 90 9.63894 6.39065 0 0
90 95 6.39034 3.37048 0 0
95 100 3.37025 0.0318937 0 0
