5 -0.000414473 6.95201e-05 -2.10737e-05 2.96324e-06 -0.000182148 4.62485e-05 -2.27887e-07 1.60871e-06 -4.81483e-05 6.42289e-05 -3.34791e-06 2.83244e-06 0.000179643 7.92786e-05 -3.93167e-06 3.6776e-06 
15 0.00511931 0.00017029 0.000305908 1.8389e-05 -7.83807e-07 8.62017e-05 -1.18737e-05 4.2674e-06 0.00133854 0.000126016 1.11109e-06 9.07958e-06 0.00155519 0.000138196 -1.16129e-06 1.06416e-05 
25 0.0221919 0.000410707 0.00307699 9.04127e-05 0.00198393 0.000171644 -1.33804e-06 1.50038e-05 0.00798599 0.000278941 0.000487212 3.89918e-05 0.00774659 0.000274612 0.000443014 3.7898e-05 
35 0.0451445 0.000743519 0.00885888 0.000234869 0.0102953 0.000361868 0.000676626 5.71729e-05 0.0212637 0.000512442 0.00249771 0.000111481 0.0204592 0.000486021 0.00238795 0.000103538 
45 0.0723292 0.00120239 0.0175702 0.000483974 0.0308052 0.000733854 0.00427508 0.000192694 0.0372574 0.000774432 0.00605186 0.000223287 0.0283115 0.000648558 0.00385301 0.000163344 
55 0.0540703 0.0016511 0.00640367 0.000596645 0.0217065 0.00101237 -0.000524556 0.000245581 0.0122376 0.000778829 -0.00151586 0.000153903 0.00233442 0.000550458 -0.00216623 8.28167e-05 
65 -0.0435849 0.000592089 -0.0121611 0.000273558 -0.0340907 0.000417636 -0.00548863 0.000173324 -0.027486 0.00037329 -0.00262745 0.000112943 -0.0220184 0.000354912 -0.00110447 7.10692e-05 
75 -0.027517 0.000773378 0.0024731 5.47706e-05 -0.0170085 0.000579595 0.00162586 5.18448e-05 -0.0111669 0.000445975 0.00108206 4.53635e-05 -0.00774047 0.000350984 0.000741635 3.72567e-05 
85 -0.00195406 0.00024465 0.000313316 4.42516e-05 -0.00106382 0.000157496 0.00014757 2.60659e-05 -0.000557754 0.000101134 6.74553e-05 1.56631e-05 -0.000335268 7.09842e-05 3.64645e-05 1.01697e-05 
95 -4.67207e-05 4.66759e-05 9.75046e-06 9.75017e-06 -3.09706e-05 3.09696e-05 5.26962e-06 5.26962e-06 -1.81643e-05 1.81643e-05 2.36703e-06 2.36703e-06 -9.57752e-06 9.57722e-06 9.06224e-07 9.06224e-07 
