0.5 0.281846 0.436282 6.31849e-07 4.47233e-06 -2.10238 3.27763 0.459615 0.105781 6.58051e-06 6.30015e-06 -0.944794 0.804807 0.314602 0.361839 2.23832e-06 1.24726e-05 1.96387 2.02737 0.529927 0.0717858 2.91578e-05 1.62662e-05 1.05589 0.136693 
1.5 -0.46616 0.129416 -6.12311e-06 6.32794e-06 1.39091 0.393671 0.474505 0.108304 7.93548e-06 7.76189e-06 1.03719 1.85346 -0.532615 0.115028 -2.48683e-05 1.93456e-05 -0.987233 2.12389 -0.551125 0.0799302 -4.5004e-05 2.51536e-05 1.17398 0.174824 
2.5 0.503713 0.0747668 1.45579e-05 8.88431e-06 -1.05291 0.346523 0.403601 0.156247 5.65403e-06 9.17495e-06 -1.3374 0.696999 0.410371 0.153359 9.63665e-06 1.52102e-05 -1.20786 0.733196 0.388301 0.191376 1.36515e-05 2.90374e-05 1.34572 0.536715 
3.5 0.511355 0.0751725 2.29131e-05 1.39208e-05 -0.929362 0.463373 -0.297859 1.34329 -1.94998e-06 1.27419e-05 -1.17874 6.73944 -0.56202 0.129729 -4.0375e-05 3.29998e-05 -1.25152 0.217598 0.508376 0.0754835 5.24631e-05 3.19428e-05 -0.860065 0.666731 
4.5 0.684409 0.0238549 0.000117192 1.83523e-05 0.944313 0.0277725 0.520738 0.0751342 2.18565e-05 1.3006e-05 0.85059 0.432643 0.514932 0.0697514 3.83013e-05 2.13748e-05 -0.969713 0.38415 0.525888 0.0814097 6.05665e-05 3.99397e-05 1.0552 0.601828 
5.5 0.724969 0.0189906 0.000203231 2.52463e-05 0.958451 0.0199144 0.588482 0.0462712 4.25899e-05 1.39621e-05 0.824156 0.221528 0.393134 0.208938 1.41654e-05 3.65212e-05 1.60117 0.885021 0.574921 0.069082 0.000104069 5.29861e-05 1.16717 0.202369 
6.5 0.745045 0.0180854 0.000338098 3.80285e-05 0.992119 0.0150127 0.522698 0.0713756 3.08192e-05 1.74503e-05 -0.934457 0.395503 0.591631 0.04337 9.15097e-05 2.79997e-05 0.858557 0.15944 -0.36284 1.03195 -2.10151e-05 7.42014e-05 -1.42684 2.63517 
7.5 0.771873 0.0145927 0.000503174 4.55868e-05 1.00281 0.0071318 0.297833 0.379939 3.59445e-06 2.04589e-05 -1.86971 2.49231 0.401637 0.157633 2.11272e-05 3.42898e-05 -1.30547 0.742134 0.422449 0.144847 4.42555e-05 6.49499e-05 0.405595 30.9519 
8.5 0.803877 0.0110294 0.000733627 5.45121e-05 0.993014 0.00414197 0.520382 0.0728602 3.70326e-05 2.14049e-05 0.811585 0.627869 0.405089 0.185103 2.76505e-05 6.17926e-05 1.42095 2.42475 0.590862 0.0480418 0.00017683 6.00105e-05 0.910935 0.138569 
9.5 0.806721 0.0111066 0.00102028 7.62666e-05 0.991222 0.00643789 0.349706 0.235032 8.58148e-06 2.45384e-05 -1.63181 1.22546 0.558055 0.0541322 0.000112977 4.52641e-05 0.73172 0.601755 0.430383 0.121738 5.73421e-05 6.66553e-05 -1.39207 0.504127 
