5 -0.000476582 6.79158e-05 -2.09255e-05 2.87617e-06 -0.000163491 4.35228e-05 2.18794e-06 1.69609e-06 -0.000265002 6.67915e-05 -8.09962e-06 2.5912e-06 0.000175129 7.50412e-05 2.06122e-06 3.3264e-06 
15 0.0049167 0.000163201 0.000294417 1.71701e-05 3.26321e-05 8.09835e-05 -7.66346e-06 3.8596e-06 0.000923439 0.000124148 -9.37727e-06 8.39523e-06 0.001569 0.000129244 6.00854e-06 9.81008e-06 
25 0.0216417 0.000397038 0.00296529 8.64231e-05 0.00159312 0.000156146 -8.90276e-06 1.2706e-05 0.00772189 0.000267806 0.000451979 3.66656e-05 0.00729894 0.000263757 0.000406213 3.54033e-05 
35 0.043468 0.00070644 0.00842013 0.000218283 0.00938313 0.000336986 0.000580651 5.11355e-05 0.0208411 0.000493622 0.00246306 0.000106175 0.0197821 0.000475048 0.00223712 9.95788e-05 
45 0.069218 0.00117365 0.0163625 0.000462087 0.0287461 0.000704174 0.00379717 0.000178965 0.0358638 0.000765136 0.0056386 0.00021653 0.0279758 0.000652728 0.00372274 0.000163335 
55 0.0526225 0.00162589 0.00600326 0.000579882 0.0213296 0.0010159 -0.000683936 0.000244953 0.0120447 0.000789228 -0.00166856 0.000155087 0.00279067 0.000561382 -0.00216163 8.53698e-05 
65 -0.0435318 0.000587806 -0.0119667 0.000272477 -0.0342228 0.000416248 -0.00542749 0.000173906 -0.0277892 0.000371644 -0.00263871 0.000114688 -0.0223558 0.000352152 -0.00113285 7.29699e-05 
75 -0.0268055 0.000771202 0.00248089 5.53122e-05 -0.01673 0.000574448 0.00160681 5.16062e-05 -0.0110818 0.000440416 0.00106491 4.40951e-05 -0.00761565 0.000345112 0.000723036 3.6522e-05 
85 -0.00194503 0.000242474 0.000310754 4.32072e-05 -0.00102677 0.000151637 0.000139019 2.48876e-05 -0.0005389 9.96192e-05 6.51866e-05 1.55196e-05 -0.000329935 7.6307e-05 3.897e-05 1.14965e-05 
95 -6.00138e-05 5.30535e-05 1.22637e-05 1.16535e-05 -4.32475e-05 4.26648e-05 8.5331e-06 8.51937e-06 -3.29973e-05 3.29718e-05 5.78892e-06 5.7888e-06 -2.45141e-05 2.45126e-05 3.71075e-06 3.71074e-06 
