0.5 -0.000917443 0.00041006 -0.000115042 2.45972e-05 -1.1865e-05 0.000476794 -0.000115185 3.35942e-05 0.00185479 0.000647288 -0.000173032 6.3408e-05 0.00340127 0.000863193 -0.000166572 0.000101051 
1.5 -0.00059422 0.000425108 -9.66382e-05 2.43131e-05 -0.00126793 0.000563731 -0.000263706 4.68531e-05 0.00199962 0.000797 -0.000258435 8.71631e-05 0.00429759 0.00101721 -0.000160852 0.000131659 
2.5 -0.00165601 0.000464708 -0.000134028 2.67511e-05 0.000642985 0.000515359 -0.000173692 4.22568e-05 0.00155875 0.000777903 -0.000295648 8.17649e-05 0.00494842 0.000975027 -6.98943e-05 0.000123956 
3.5 -0.00105671 0.000499124 -0.000175732 3.34201e-05 -0.000292364 0.000627891 -0.000258634 4.76339e-05 0.00336234 0.000788975 -0.000163752 9.15683e-05 0.00569561 0.00101207 -8.78143e-05 0.000136388 
4.5 -0.000250005 0.000520753 -0.000132344 3.71607e-05 0.000241473 0.000653051 -0.000215444 5.5084e-05 0.003707 0.00085025 -0.000144787 0.000102631 0.00684134 0.00110737 -2.3432e-06 0.000158652 
5.5 -0.00132209 0.000568677 -0.000244381 4.3859e-05 -0.000157796 0.000681744 -0.000337567 6.54171e-05 0.0033497 0.00101777 -0.000331976 0.000126395 0.00478487 0.00119855 -0.000276476 0.000171286 
6.5 -0.00097705 0.000551854 -0.00020273 3.87863e-05 -0.000400457 0.000802477 -0.000272098 7.1072e-05 0.0023703 0.000897876 -0.000272386 0.00010154 0.00637213 0.00125975 -0.000216716 0.000187449 
7.5 -0.000842869 0.000686458 -0.000274954 6.06396e-05 0.000746574 0.000723267 -0.00025435 7.22179e-05 0.00449115 0.00105672 -0.000202348 0.000139911 0.00987377 0.00141194 0.000202196 0.000235363 
8.5 -0.000235807 0.000693631 -0.000233322 5.52073e-05 0.000247528 0.000819603 -0.000379877 8.22925e-05 0.00474504 0.00108165 -0.000297123 0.000146904 0.00683284 0.00131334 -0.000322646 0.000199187 
9.5 0.000333393 0.000769501 -0.000213737 6.78121e-05 0.00144975 0.000894889 -0.000393547 0.000105102 0.00465899 0.00111648 -0.000275933 0.000155766 0.00924715 0.00155388 -0.000201468 0.00026219 
10.5 0.000660436 0.000758191 -0.000305778 7.70843e-05 0.000813136 0.000856888 -0.000304411 8.58329e-05 0.00441893 0.00116651 -0.000365233 0.000157482 0.0106149 0.00154892 0.000233953 0.000271034 
11.5 -0.000508043 0.000816949 -0.000447786 8.59954e-05 0.000814142 0.000984918 -0.000604583 0.000119965 0.00705762 0.00140327 -0.000337725 0.000215681 0.014102 0.0017386 0.000607079 0.000334933 
12.5 0.000115093 0.000950611 -0.000545083 0.000105661 0.00166104 0.00103559 -0.000507556 0.000129523 0.00837519 0.00146669 -0.000140358 0.000237689 0.0131903 0.00180011 0.000249841 0.000340454 
13.5 0.000496885 0.00106229 -0.000386858 0.000115685 0.00290904 0.00116008 -0.000432612 0.000153399 0.00797984 0.00152242 -0.000263451 0.0002472 0.0166656 0.00194466 0.000858999 0.000400082 
14.5 0.0031525 0.00104801 -0.00032121 0.000129748 0.0034214 0.00118869 -0.0004882 0.00016069 0.00971487 0.00155121 -3.90078e-05 0.000263176 0.0198911 0.00217669 0.00124636 0.000479972 
15.5 0.00243469 0.00104871 -0.000577916 0.00013563 0.00468162 0.00128263 -0.000473805 0.000185801 0.0148694 0.00186919 0.000537762 0.000368769 0.0185207 0.00210392 0.00106388 0.000451711 
16.5 0.00550405 0.00129426 -0.000261148 0.000189685 0.00519704 0.0013704 -0.000557691 0.00020895 0.0145684 0.00185501 0.000559867 0.000363278 0.0195687 0.00225352 0.00103679 0.00049678 
17.5 0.00576977 0.00127188 -0.000326887 0.000191645 0.00805416 0.00141461 -6.44615e-05 0.000226201 0.0180711 0.00200796 0.00108888 0.000427 0.023186 0.00237509 0.00182918 0.000561089 
18.5 0.00715745 0.00160984 -0.00048665 0.000266928 0.00856587 0.00160634 -0.000324181 0.000270474 0.0163594 0.00215461 0.000436393 0.000448559 0.0262069 0.00262833 0.00225109 0.000657683 
19.5 0.00832065 0.00168164 -0.000454779 0.000286907 0.00464887 0.00156831 -0.00095526 0.000251036 0.0180403 0.00224007 0.000700162 0.000481793 0.0238534 0.00264977 0.00148787 0.000641478 
20.5 0.0108625 0.00176819 -4.5228e-05 0.00032032 0.0113598 0.0017232 1.57082e-05 0.000310177 0.0215315 0.0023794 0.00137224 0.000550612 0.0307423 0.00276217 0.00344408 0.000741695 
21.5 0.0119292 0.00175882 0.000306174 0.000325845 0.0125945 0.00196773 -8.94948e-05 0.000372164 0.0262573 0.00255954 0.00248119 0.000642616 0.030992 0.00275746 0.00351656 0.000739091 
22.5 0.0182143 0.00214491 0.00105219 0.000465129 0.015395 0.0021738 0.000124513 0.000445339 0.0266085 0.00281746 0.00197459 0.000712677 0.0321623 0.00312629 0.00307989 0.000858217 
23.5 0.0205129 0.00234725 0.00131446 0.000535087 0.018963 0.00217298 0.00116554 0.000473981 0.0336668 0.00309694 0.00369916 0.000865075 0.044867 0.00335998 0.00717388 0.00107749 
