#[1]xEvo [2]E [3]PT [4]PL [5]Nu [6]Nd [7]Ns [8]Tau
0.028569 0.205394 0.102282 0.00082925 0.00354491 0.00405132 0 0.00620513
0.0292921 0.207663 0.1034 0.000861894 0.00354491 0.00405132 0 0.00641563
0.0300334 0.209956 0.10453 0.000895605 0.00354491 0.00405132 0 0.00663327
0.0307935 0.212274 0.105672 0.000930427 0.00354491 0.00405132 0 0.00685831
0.0315729 0.214616 0.106825 0.000966405 0.00354491 0.00405132 0 0.00709099
0.0323719 0.216984 0.10799 0.00100358 0.00354491 0.00405132 0 0.00733157
0.0331912 0.219377 0.109167 0.00104201 0.00354491 0.00405132 0 0.00758033
0.0340312 0.221795 0.110357 0.00108174 0.00354491 0.00405132 0 0.00783755
0.0348925 0.22424 0.111559 0.00112281 0.00354491 0.00405132 0 0.0081035
0.0357756 0.22671 0.112772 0.00116528 0.00354491 0.00405132 0 0.0083785
0.036681 0.229207 0.113999 0.0012092 0.00354491 0.00405132 0 0.00866283
0.0376094 0.23173 0.115238 0.00125463 0.00354491 0.00405132 0 0.00895684
0.0385612 0.23428 0.116489 0.00130163 0.00354491 0.00405132 0 0.00926084
0.0395372 0.236858 0.117754 0.00135025 0.00354491 0.00405132 0 0.00957517
0.0405378 0.239462 0.119031 0.00140055 0.00354491 0.00405132 0 0.00990018
0.0415638 0.242094 0.120321 0.00145261 0.00354491 0.00405132 0 0.0102363
0.0426157 0.244754 0.121624 0.00150647 0.00354491 0.00405132 0 0.0105838
0.0436942 0.247442 0.12294 0.00156221 0.00354491 0.00405132 0 0.0109431
0.0448001 0.250158 0.124269 0.0016199 0.00354491 0.00405132 0 0.0113146
0.0459339 0.252903 0.125612 0.00167961 0.00354491 0.00405132 0 0.0116988
0.0470965 0.255677 0.126968 0.00174142 0.00354491 0.00405132 0 0.012096
0.0482884 0.25848 0.128337 0.00180539 0.00354491 0.00405132 0 0.0125068
0.0495105 0.261312 0.12972 0.00187161 0.00354491 0.00405132 0 0.0129315
0.0507636 0.264174 0.131117 0.00194016 0.00354491 0.00405132 0 0.0133707
0.0520483 0.267066 0.132527 0.00201112 0.00354491 0.00405132 0 0.0138248
0.0533656 0.269988 0.133952 0.00208458 0.00354491 0.00405132 0 0.0142944
0.0547162 0.27294 0.13539 0.00216063 0.00354491 0.00405132 0 0.0147799
0.056101 0.275923 0.136842 0.00223936 0.00354491 0.00405132 0 0.015282
0.0575209 0.278937 0.138308 0.00232086 0.00354491 0.00405132 0 0.0158012
0.0589766 0.281982 0.139788 0.00240524 0.00354491 0.00405132 0 0.0163381
0.0604693 0.285059 0.141283 0.0024926 0.00354491 0.00405132 0 0.0168932
0.0619997 0.288167 0.142792 0.00258304 0.00354491 0.00405132 0 0.0174673
0.0635688 0.291307 0.144315 0.00267667 0.00354491 0.00405132 0 0.0180609
0.0651776 0.29448 0.145853 0.0027736 0.00354491 0.00405132 0 0.0186747
0.0668272 0.297685 0.147405 0.00287395 0.00354491 0.00405132 0 0.0193095
0.0685185 0.300923 0.148972 0.00297783 0.00354491 0.00405132 0 0.0199659
0.0702526 0.304193 0.150554 0.00308538 0.00354491 0.00405132 0 0.0206446
0.0720306 0.307497 0.15215 0.00319671 0.00354491 0.00405132 0 0.0213465
0.0738536 0.310835 0.153761 0.00331196 0.00354491 0.00405132 0 0.0220723
0.0757228 0.314206 0.155387 0.00343127 0.00354491 0.00405132 0 0.0228229
0.0776392 0.317612 0.157028 0.00355478 0.00354491 0.00405132 0 0.023599
0.0796042 0.321051 0.158684 0.00368262 0.00354491 0.00405132 0 0.0244017
0.0816189 0.324525 0.160355 0.00381495 0.00354491 0.00405132 0 0.0252317
0.0836845 0.328034 0.162041 0.00395192 0.00354491 0.00405132 0 0.02609
0.0858025 0.331578 0.163742 0.0040937 0.00354491 0.00405132 0 0.0269776
0.087974 0.335157 0.165459 0.00424044 0.00354491 0.00405132 0 0.0278955
0.0902005 0.338772 0.16719 0.00439231 0.00354491 0.00405132 0 0.0288448
0.0924834 0.342423 0.168937 0.00454949 0.00354491 0.00405132 0 0.0298264
0.094824 0.346109 0.170699 0.00471216 0.00354491 0.00405132 0 0.0308416
0.0972239 0.349832 0.172476 0.00488051 0.00354491 0.00405132 0 0.0318915
0.0996845 0.353591 0.174268 0.00505472 0.00354491 0.00405132 0 0.0329772
0.102207 0.357387 0.176076 0.00523499 0.00354491 0.00405132 0 0.0341
0.104794 0.36122 0.177899 0.00542152 0.00354491 0.00405132 0 0.0352612
0.107446 0.365089 0.179737 0.00561453 0.00354491 0.00405132 0 0.0364621
0.110166 0.368997 0.181591 0.00581423 0.00354491 0.00405132 0 0.037704
0.112954 0.372941 0.18346 0.00602085 0.00354491 0.00405132 0 0.0389884
0.115813 0.376924 0.185345 0.0062346 0.00354491 0.00405132 0 0.0403168
0.118744 0.380944 0.187244 0.00645573 0.00354491 0.00405132 0 0.0416906
0.121749 0.385003 0.189159 0.00668448 0.00354491 0.00405132 0 0.0431114
0.12483 0.3891 0.191089 0.0069211 0.00354491 0.00405132 0 0.0445808
0.127989 0.393235 0.193035 0.00716585 0.00354491 0.00405132 0 0.0461006
0.131229 0.39741 0.194995 0.00741899 0.00354491 0.00405132 0 0.0476724
0.13455 0.401623 0.196971 0.0076808 0.00354491 0.00405132 0 0.049298
0.137955 0.405875 0.198962 0.00795155 0.00354491 0.00405132 0 0.0509794
0.141447 0.410166 0.200967 0.00823154 0.00354491 0.00405132 0 0.0527184
0.145027 0.414497 0.202988 0.00852106 0.00354491 0.00405132 0 0.054517
0.148697 0.418867 0.205023 0.00882041 0.00354491 0.00405132 0 0.0563773
0.15246 0.423277 0.207074 0.00912992 0.00354491 0.00405132 0 0.0583013
0.156319 0.427727 0.209138 0.0094499 0.00354491 0.00405132 0 0.0602915
0.160275 0.432216 0.211218 0.00978068 0.00354491 0.00405132 0 0.0623499
0.164331 0.436746 0.213312 0.0101226 0.00354491 0.00405132 0 0.064479
0.16849 0.441315 0.21542 0.010476 0.00354491 0.00405132 0 0.0666812
0.172755 0.445925 0.217542 0.0108413 0.00354491 0.00405132 0 0.0689591
0.177127 0.450575 0.219678 0.0112188 0.00354491 0.00405132 0 0.0713153
0.18161 0.455266 0.221829 0.0116089 0.00354491 0.00405132 0 0.0737524
0.186206 0.459997 0.223992 0.012012 0.00354491 0.00405132 0 0.0762734
0.190919 0.464768 0.22617 0.0124284 0.00354491 0.00405132 0 0.0788811
0.195751 0.46958 0.228361 0.0128587 0.00354491 0.00405132 0 0.0815786
0.200705 0.474433 0.230565 0.0133031 0.00354491 0.00405132 0 0.0843689
0.205784 0.479326 0.232782 0.0137622 0.00354491 0.00405132 0 0.0872553
0.210993 0.484259 0.235011 0.0142364 0.00354491 0.00405132 0 0.0902412
0.216333 0.489233 0.237254 0.0147261 0.00354491 0.00405132 0 0.09333
0.221808 0.494248 0.239508 0.0152317 0.00354491 0.00405132 0 0.0965253
0.227421 0.499303 0.241774 0.0157539 0.00354491 0.00405132 0 0.0998308
0.233177 0.504398 0.244053 0.0162929 0.00354491 0.00405132 0 0.10325
0.239078 0.509534 0.246342 0.0168494 0.00354491 0.00405132 0 0.106788
0.245129 0.51471 0.248643 0.0174238 0.00354491 0.00405132 0 0.110448
0.251333 0.519926 0.250955 0.0180166 0.00354491 0.00405132 0 0.114234
0.257694 0.525182 0.253277 0.0186283 0.00354491 0.00405132 0 0.118151
0.264216 0.530477 0.255609 0.0192596 0.00354491 0.00405132 0 0.122204
0.270903 0.535813 0.257951 0.0199109 0.00354491 0.00405132 0 0.126397
0.277759 0.541188 0.260302 0.0205827 0.00354491 0.00405132 0 0.130735
0.284789 0.546602 0.262663 0.0212758 0.00354491 0.00405132 0 0.135223
0.291996 0.552055 0.265032 0.0219905 0.00354491 0.00405132 0 0.139867
0.299386 0.557547 0.26741 0.0227275 0.00354491 0.00405132 0 0.144672
0.306964 0.563078 0.269795 0.0234875 0.00354491 0.00405132 0 0.149643
0.314732 0.568647 0.272188 0.0242709 0.00354491 0.00405132 0 0.154787
0.322698 0.574253 0.274587 0.0250785 0.00354491 0.00405132 0 0.16011
0.330865 0.579898 0.276994 0.0259108 0.00354491 0.00405132 0 0.165618
0.339239 0.585579 0.279405 0.0267684 0.00354491 0.00405132 0 0.171317
0.347824 0.591298 0.281823 0.0276521 0.00354491 0.00405132 0 0.177214
0.356627 0.597053 0.284245 0.0285625 0.00354491 0.00405132 0 0.183317
0.365653 0.602844 0.286672 0.0295002 0.00354491 0.00405132 0 0.189632
0.374907 0.60867 0.289102 0.0304658 0.00354491 0.00405132 0 0.196167
0.384396 0.614532 0.291536 0.0314601 0.00354491 0.00405132 0 0.20293
0.394124 0.620428 0.293972 0.0324838 0.00354491 0.00405132 0 0.209928
0.404099 0.626358 0.29641 0.0335374 0.00354491 0.00405132 0 0.217172
0.414326 0.632321 0.29885 0.0346218 0.00354491 0.00405132 0 0.224668
0.424813 0.638317 0.30129 0.0357376 0.00354491 0.00405132 0 0.232426
0.435564 0.644346 0.30373 0.0368854 0.00354491 0.00405132 0 0.240456
0.446588 0.650406 0.30617 0.0380661 0.00354491 0.00405132 0 0.248766
0.45789 0.656496 0.308608 0.0392802 0.00354491 0.00405132 0 0.257368
0.469479 0.662617 0.311044 0.0405286 0.00354491 0.00405132 0 0.266271
0.481361 0.668767 0.313478 0.0418118 0.00354491 0.00405132 0 0.275487
0.493543 0.674946 0.315908 0.0431306 0.00354491 0.00405132 0 0.285026
0.506034 0.681152 0.318333 0.0444858 0.00354491 0.00405132 0 0.2949
0.518841 0.687386 0.320754 0.0458779 0.00354491 0.00405132 0 0.305121
0.531972 0.693645 0.323169 0.0473077 0.00354491 0.00405132 0 0.315702
0.545436 0.699929 0.325577 0.0487758 0.00354491 0.00405132 0 0.326655
0.55924 0.706237 0.327977 0.050283 0.00354491 0.00405132 0 0.337994
0.573394 0.712569 0.330369 0.0518299 0.00354491 0.00405132 0 0.349733
0.587906 0.718922 0.332753 0.0534171 0.00354491 0.00405132 0 0.361887
0.602785 0.725297 0.335126 0.0550454 0.00354491 0.00405132 0 0.374469
0.618041 0.731691 0.337488 0.0567153 0.00354491 0.00405132 0 0.387497
0.633682 0.738104 0.339838 0.0584274 0.00354491 0.00405132 0 0.400985
0.64972 0.744535 0.342176 0.0601823 0.00354491 0.00405132 0 0.414951
0.666164 0.750982 0.344501 0.0619807 0.00354491 0.00405132 0 0.429411
0.683023 0.757444 0.34681 0.063823 0.00354491 0.00405132 0 0.444385
0.70031 0.76392 0.349105 0.0657098 0.00354491 0.00405132 0 0.45989
0.718034 0.770409 0.351383 0.0676416 0.00354491 0.00405132 0 0.475946
0.736206 0.776908 0.353645 0.0696189 0.00354491 0.00405132 0 0.492573
0.754839 0.783418 0.355888 0.0716421 0.00354491 0.00405132 0 0.509792
0.773943 0.789936 0.358112 0.0737117 0.00354491 0.00405132 0 0.527625
0.79353 0.796461 0.360317 0.0758279 0.00354491 0.00405132 0 0.546093
0.813614 0.802992 0.3625 0.0779912 0.00354491 0.00405132 0 0.565221
0.834205 0.809527 0.364662 0.0802019 0.00354491 0.00405132 0 0.585032
0.855318 0.816064 0.366802 0.0824601 0.00354491 0.00405132 0 0.605551
0.876965 0.822602 0.368918 0.0847662 0.00354491 0.00405132 0 0.626805
0.89916 0.829139 0.37101 0.0871203 0.00354491 0.00405132 0 0.64882
0.921916 0.835675 0.373076 0.0895226 0.00354491 0.00405132 0 0.671626
0.945249 0.842206 0.375116 0.091973 0.00354491 0.00405132 0 0.69525
0.969172 0.848732 0.37713 0.0944716 0.00354491 0.00405132 0 0.719722
0.9937 0.85525 0.379116 0.0970184 0.00354491 0.00405132 0 0.745076
1.01868 0.861716 0.38106 0.0995957 0.00354491 0.00405132 0 0.771162
1.04368 0.86802 0.382931 0.102158 0.00354491 0.00405132 0 0.797538
1.06868 0.874164 0.38473 0.104704 0.00354491 0.00405132 0 0.82418
1.09368 0.880153 0.386461 0.107231 0.00354491 0.00405132 0 0.851085
1.11868 0.885994 0.388127 0.10974 0.00354491 0.00405132 0 0.87825
1.14368 0.891692 0.38973 0.112231 0.00354491 0.00405132 0 0.905673
1.16868 0.897253 0.391275 0.114703 0.00354491 0.00405132 0 0.93335
1.19368 0.90268 0.392762 0.117156 0.00354491 0.00405132 0 0.96128
1.21868 0.907981 0.394195 0.11959 0.00354491 0.00405132 0 0.98946
1.24368 0.913157 0.395577 0.122004 0.00354491 0.00405132 0 1.01789
1.26868 0.918215 0.396908 0.124398 0.00354491 0.00405132 0 1.04656
1.29368 0.923157 0.398192 0.126773 0.00354491 0.00405132 0 1.07548
1.31868 0.927989 0.399431 0.129127 0.00354491 0.00405132 0 1.10464
1.34368 0.932712 0.400626 0.131461 0.00354491 0.00405132 0 1.13404
1.36868 0.937332 0.401778 0.133775 0.00354491 0.00405132 0 1.16367
1.39368 0.941851 0.402891 0.136069 0.00354491 0.00405132 0 1.19354
1.41868 0.946273 0.403965 0.138342 0.00354491 0.00405132 0 1.22365
1.44368 0.950601 0.405003 0.140595 0.00354491 0.00405132 0 1.25399
1.46868 0.954837 0.406005 0.142828 0.00354491 0.00405132 0 1.28456
1.49368 0.958984 0.406972 0.145039 0.00354491 0.00405132 0 1.31535
1.51868 0.963045 0.407907 0.147231 0.00354491 0.00405132 0 1.34638
1.54368 0.967024 0.408811 0.149402 0.00354491 0.00405132 0 1.37763
1.56868 0.970921 0.409684 0.151553 0.00354491 0.00405132 0 1.4091
1.59368 0.97474 0.410528 0.153683 0.00354491 0.00405132 0 1.44079
1.61868 0.978482 0.411345 0.155793 0.00354491 0.00405132 0 1.47271
1.64368 0.982151 0.412134 0.157882 0.00354491 0.00405132 0 1.50484
1.66868 0.985747 0.412898 0.159952 0.00354491 0.00405132 0 1.5372
1.69368 0.989274 0.413637 0.162001 0.00354491 0.00405132 0 1.56977
1.71868 0.992733 0.414351 0.16403 0.00354491 0.00405132 0 1.60255
1.74368 0.996125 0.415043 0.166039 0.00354491 0.00405132 0 1.63555
1.76868 0.999454 0.415712 0.168029 0.00354491 0.00405132 0 1.66876
1.79368 1.00272 0.41636 0.169999 0.00354491 0.00405132 0 1.70218
1.81868 1.00592 0.416988 0.171949 0.00354491 0.00405132 0 1.73581
1.84368 1.00907 0.417595 0.173879 0.00354491 0.00405132 0 1.76965
1.86868 1.01216 0.418184 0.175791 0.00354491 0.00405132 0 1.80369
1.89368 1.01519 0.418754 0.177683 0.00354491 0.00405132 0 1.83795
1.91868 1.01817 0.419306 0.179555 0.00354491 0.00405132 0 1.87241
1.94368 1.02109 0.419841 0.181409 0.00354491 0.00405132 0 1.90707
1.96868 1.02396 0.420359 0.183244 0.00354491 0.00405132 0 1.94193
1.99368 1.02678 0.420862 0.185061 0.00354491 0.00405132 0 1.977
2.01868 1.02956 0.421349 0.186859 0.00354491 0.00405132 0 2.01226
2.04368 1.03228 0.421821 0.188638 0.00354491 0.00405132 0 2.04773
2.06868 1.03496 0.422279 0.190399 0.00354491 0.00405132 0 2.08339
2.09368 1.03759 0.422723 0.192142 0.00354491 0.00405132 0 2.11925
2.11868 1.04017 0.423154 0.193867 0.00354491 0.00405132 0 2.15531
2.14368 1.04272 0.423571 0.195575 0.00354491 0.00405132 0 2.19156
2.16868 1.04522 0.423976 0.197264 0.00354491 0.00405132 0 2.22801
2.19368 1.04768 0.424369 0.198937 0.00354491 0.00405132 0 2.26465
2.21868 1.05009 0.424751 0.200592 0.00354491 0.00405132 0 2.30148
2.24368 1.05247 0.425121 0.20223 0.00354491 0.00405132 0 2.3385
2.26868 1.05481 0.42548 0.203851 0.00354491 0.00405132 0 2.37571
2.29368 1.05711 0.425829 0.205455 0.00354491 0.00405132 0 2.41312
2.31868 1.05938 0.426168 0.207042 0.00354491 0.00405132 0 2.45071
2.34368 1.06161 0.426496 0.208613 0.00354491 0.00405132 0 2.48849
2.36868 1.0638 0.426816 0.210168 0.00354491 0.00405132 0 2.52645
2.39368 1.06596 0.427126 0.211706 0.00354491 0.00405132 0 2.5646
2.41868 1.06808 0.427427 0.213229 0.00354491 0.00405132 0 2.60294
2.44368 1.07018 0.42772 0.214736 0.00354491 0.00405132 0 2.64146
2.46868 1.07223 0.428004 0.216227 0.00354491 0.00405132 0 2.68017
2.49368 1.07426 0.42828 0.217703 0.00354491 0.00405132 0 2.71905
2.51868 1.07626 0.428548 0.219163 0.00354491 0.00405132 0 2.75812
2.54368 1.07823 0.428809 0.220608 0.00354491 0.00405132 0 2.79737
2.56868 1.08016 0.429063 0.222039 0.00354491 0.00405132 0 2.8368
2.59368 1.08207 0.429309 0.223454 0.00354491 0.00405132 0 2.87641
2.61868 1.08395 0.429549 0.224855 0.00354491 0.00405132 0 2.9162
2.64368 1.08581 0.429782 0.226241 0.00354491 0.00405132 0 2.95616
2.66868 1.08763 0.430009 0.227613 0.00354491 0.00405132 0 2.99631
2.69368 1.08943 0.430229 0.228971 0.00354491 0.00405132 0 3.03662
2.71868 1.0912 0.430443 0.230315 0.00354491 0.00405132 0 3.07712
2.74368 1.09295 0.430652 0.231645 0.00354491 0.00405132 0 3.11779
2.76868 1.09467 0.430855 0.232961 0.00354491 0.00405132 0 3.15863
2.79368 1.09637 0.431052 0.234264 0.00354491 0.00405132 0 3.19965
2.81868 1.09804 0.431244 0.235553 0.00354491 0.00405132 0 3.24084
2.84368 1.09969 0.431431 0.236829 0.00354491 0.00405132 0 3.2822
2.86868 1.10132 0.431613 0.238092 0.00354491 0.00405132 0 3.32374
2.89368 1.10292 0.43179 0.239342 0.00354491 0.00405132 0 3.36544
2.91868 1.1045 0.431962 0.24058 0.00354491 0.00405132 0 3.40732
2.94368 1.10607 0.43213 0.241805 0.00354491 0.00405132 0 3.44936
2.96868 1.1076 0.432294 0.243017 0.00354491 0.00405132 0 3.49157
2.99368 1.10912 0.432453 0.244217 0.00354491 0.00405132 0 3.53395
3.01868 1.11062 0.432608 0.245404 0.00354491 0.00405132 0 3.5765
3.04368 1.1121 0.432759 0.24658 0.00354491 0.00405132 0 3.61922
3.06868 1.11356 0.432906 0.247744 0.00354491 0.00405132 0 3.6621
3.09368 1.11499 0.433049 0.248896 0.00354491 0.00405132 0 3.70515
3.11868 1.11641 0.433189 0.250036 0.00354491 0.00405132 0 3.74836
3.14368 1.11782 0.433325 0.251165 0.00354491 0.00405132 0 3.79174
3.16868 1.1192 0.433458 0.252283 0.00354491 0.00405132 0 3.83528
3.19368 1.12056 0.433587 0.253389 0.00354491 0.00405132 0 3.87898
3.21868 1.12191 0.433713 0.254485 0.00354491 0.00405132 0 3.92285
3.24368 1.12324 0.433836 0.255569 0.00354491 0.00405132 0 3.96688
3.26868 1.12455 0.433956 0.256643 0.00354491 0.00405132 0 4.01107
3.29368 1.12585 0.434073 0.257706 0.00354491 0.00405132 0 4.05542
3.31868 1.12713 0.434186 0.258758 0.00354491 0.00405132 0 4.09993
3.34368 1.12839 0.434297 0.2598 0.00354491 0.00405132 0 4.1446
3.36868 1.12964 0.434406 0.260831 0.00354491 0.00405132 0 4.18943
3.39368 1.13088 0.434512 0.261853 0.00354491 0.00405132 0 4.23442
3.41868 1.13209 0.434615 0.262864 0.00354491 0.00405132 0 4.27957
3.44368 1.1333 0.434715 0.263866 0.00354491 0.00405132 0 4.32488
3.46868 1.13448 0.434813 0.264857 0.00354491 0.00405132 0 4.37034
3.49368 1.13566 0.434909 0.265839 0.00354491 0.00405132 0 4.41596
3.51868 1.13682 0.435003 0.266812 0.00354491 0.00405132 0 4.46174
3.54368 1.13796 0.435094 0.267775 0.00354491 0.00405132 0 4.50767
3.56868 1.13909 0.435183 0.268728 0.00354491 0.00405132 0 4.55375
3.59368 1.14021 0.43527 0.269673 0.00354491 0.00405132 0 4.59999
3.61868 1.14132 0.435355 0.270608 0.00354491 0.00405132 0 4.64639
3.64368 1.14241 0.435438 0.271534 0.00354491 0.00405132 0 4.69294
3.66868 1.14349 0.435519 0.272452 0.00354491 0.00405132 0 4.73964
3.69368 1.14456 0.435598 0.27336 0.00354491 0.00405132 0 4.7865
3.71868 1.14561 0.435675 0.27426 0.00354491 0.00405132 0 4.8335
3.74368 1.14665 0.43575 0.275151 0.00354491 0.00405132 0 4.88066
3.76868 1.14768 0.435824 0.276034 0.00354491 0.00405132 0 4.92797
3.79368 1.1487 0.435896 0.276909 0.00354491 0.00405132 0 4.97543
3.81868 1.14971 0.435967 0.277775 0.00354491 0.00405132 0 5.02304
3.84368 1.1507 0.436035 0.278633 0.00354491 0.00405132 0 5.0708
3.86868 1.15169 0.436103 0.279483 0.00354491 0.00405132 0 5.11871
3.89368 1.15266 0.436168 0.280325 0.00354491 0.00405132 0 5.16677
3.91868 1.15362 0.436233 0.281159 0.00354491 0.00405132 0 5.21498
3.94368 1.15458 0.436295 0.281985 0.00354491 0.00405132 0 5.26334
3.96868 1.15552 0.436357 0.282804 0.00354491 0.00405132 0 5.31184
3.99368 1.15645 0.436417 0.283615 0.00354491 0.00405132 0 5.36049
4.01868 1.15737 0.436475 0.284418 0.00354491 0.00405132 0 5.40929
4.04368 1.15828 0.436533 0.285214 0.00354491 0.00405132 0 5.45823
4.06868 1.15918 0.436589 0.286003 0.00354491 0.00405132 0 5.50732
4.09368 1.16007 0.436644 0.286784 0.00354491 0.00405132 0 5.55656
4.11868 1.16095 0.436698 0.287559 0.00354491 0.00405132 0 5.60594
4.14368 1.16183 0.43675 0.288326 0.00354491 0.00405132 0 5.65546
4.16868 1.16269 0.436802 0.289086 0.00354491 0.00405132 0 5.70513
4.19368 1.16354 0.436852 0.28984 0.00354491 0.00405132 0 5.75494
4.21868 1.16439 0.436901 0.290586 0.00354491 0.00405132 0 5.8049
4.24368 1.16523 0.43695 0.291326 0.00354491 0.00405132 0 5.855
4.26868 1.16605 0.436997 0.292059 0.00354491 0.00405132 0 5.90524
4.29368 1.16687 0.437043 0.292786 0.00354491 0.00405132 0 5.95562
4.31868 1.16768 0.437088 0.293506 0.00354491 0.00405132 0 6.00615
4.34368 1.16848 0.437132 0.29422 0.00354491 0.00405132 0 6.05682
4.36868 1.16928 0.437176 0.294927 0.00354491 0.00405132 0 6.10762
4.39368 1.17006 0.437218 0.295628 0.00354491 0.00405132 0 6.15857
4.41868 1.17084 0.43726 0.296323 0.00354491 0.00405132 0 6.20966
4.44368 1.17161 0.437301 0.297012 0.00354491 0.00405132 0 6.26089
4.46868 1.17238 0.43734 0.297694 0.00354491 0.00405132 0 6.31226
4.49368 1.17313 0.43738 0.298371 0.00354491 0.00405132 0 6.36377
4.51868 1.17388 0.437418 0.299042 0.00354491 0.00405132 0 6.41541
4.54368 1.17462 0.437455 0.299707 0.00354491 0.00405132 0 6.4672
4.56868 1.17535 0.437492 0.300366 0.00354491 0.00405132 0 6.51912
4.59368 1.17608 0.437528 0.301019 0.00354491 0.00405132 0 6.57118
4.61868 1.17679 0.437564 0.301667 0.00354491 0.00405132 0 6.62338
4.64368 1.17751 0.437598 0.302309 0.00354491 0.00405132 0 6.67572
4.66868 1.17821 0.437632 0.302946 0.00354491 0.00405132 0 6.72819
4.69368 1.17891 0.437665 0.303577 0.00354491 0.00405132 0 6.7808
4.71868 1.1796 0.437698 0.304203 0.00354491 0.00405132 0 6.83354
4.74368 1.18028 0.43773 0.304824 0.00354491 0.00405132 0 6.88642
4.76868 1.18096 0.437761 0.305439 0.00354491 0.00405132 0 6.93944
4.79368 1.18163 0.437792 0.306049 0.00354491 0.00405132 0 6.99259
4.81868 1.1823 0.437822 0.306654 0.00354491 0.00405132 0 7.04587
4.84368 1.18296 0.437852 0.307254 0.00354491 0.00405132 0 7.09929
4.86868 1.18361 0.437881 0.307849 0.00354491 0.00405132 0 7.15285
4.89368 1.18426 0.437909 0.308439 0.00354491 0.00405132 0 7.20653
4.91868 1.1849 0.437937 0.309024 0.00354491 0.00405132 0 7.26035
4.94368 1.18553 0.437965 0.309604 0.00354491 0.00405132 0 7.31431
4.96868 1.18616 0.437991 0.310179 0.00354491 0.00405132 0 7.36839
4.99368 1.18679 0.438018 0.31075 0.00354491 0.00405132 0 7.42261
