#[1]xEvo [2]T [3]Muu [4]Mud [5]Mus [6]Tau [7]E
0.356627 0.442052 0.0181378 0.0207278 0 0.183317 0.597053
0.365653 0.443121 0.0180504 0.020628 0 0.189632 0.602844
0.374907 0.444189 0.0179638 0.020529 0 0.196167 0.60867
0.384396 0.445255 0.0178779 0.0204309 0 0.20293 0.614532
0.394124 0.44632 0.0177928 0.0203336 0 0.209928 0.620428
0.404099 0.447383 0.0177083 0.0202371 0 0.217172 0.626358
0.414326 0.448445 0.0176246 0.0201414 0 0.224668 0.632321
0.424813 0.449505 0.0175416 0.0200466 0 0.232426 0.638317
0.435564 0.450563 0.0174594 0.0199526 0 0.240456 0.644346
0.446588 0.451619 0.0173778 0.0198595 0 0.248766 0.650406
0.45789 0.452673 0.017297 0.0197671 0 0.257368 0.656496
0.469479 0.453725 0.0172169 0.0196756 0 0.266271 0.662617
0.481361 0.454775 0.0171376 0.0195849 0 0.275487 0.668767
0.493543 0.455822 0.0170589 0.0194951 0 0.285026 0.674946
0.506034 0.456867 0.016981 0.0194061 0 0.2949 0.681152
0.518841 0.457909 0.0169039 0.0193179 0 0.305121 0.687386
0.531972 0.458949 0.0168274 0.0192305 0 0.315702 0.693645
0.545436 0.459985 0.0167517 0.019144 0 0.326655 0.699929
0.55924 0.461019 0.0166767 0.0190583 0 0.337994 0.706237
0.573394 0.462049 0.0166024 0.0189734 0 0.349733 0.712569
0.587906 0.463076 0.0165289 0.0188894 0 0.361887 0.718922
0.602785 0.4641 0.0164561 0.0188062 0 0.374469 0.725297
0.618041 0.46512 0.016384 0.0187239 0 0.387497 0.731691
0.633682 0.466136 0.0163127 0.0186423 0 0.400985 0.738104
0.64972 0.467149 0.0162421 0.0185617 0 0.414951 0.744535
0.666164 0.468157 0.0161722 0.0184818 0 0.429411 0.750982
0.683023 0.469162 0.016103 0.0184028 0 0.444385 0.757444
0.70031 0.470162 0.0160346 0.0183246 0 0.45989 0.76392
0.718034 0.471158 0.0159669 0.0182473 0 0.475946 0.770409
0.736206 0.472149 0.0159 0.0181708 0 0.492573 0.776908
0.754839 0.473135 0.0158338 0.0180951 0 0.509792 0.783418
0.773943 0.474117 0.0157683 0.0180203 0 0.527625 0.789936
0.79353 0.475094 0.0157036 0.0179463 0 0.546093 0.796461
0.813614 0.476065 0.0156396 0.0178732 0 0.565221 0.802992
0.834205 0.477031 0.0155763 0.0178009 0 0.585032 0.809527
0.855318 0.477992 0.0155138 0.0177295 0 0.605551 0.816064
0.876965 0.478947 0.015452 0.0176589 0 0.626805 0.822602
0.89916 0.479896 0.015391 0.0175891 0 0.64882 0.829139
0.921916 0.480839 0.0153306 0.0175202 0 0.671626 0.835675
0.945249 0.481776 0.0152711 0.0174521 0 0.69525 0.842206
0.969172 0.482707 0.0152122 0.0173849 0 0.719722 0.848732
0.9937 0.483632 0.0151541 0.0173185 0 0.745076 0.85525
1.01868 0.484544 0.0150972 0.0172534 0 0.771162 0.861716
1.04368 0.485429 0.0150422 0.0171906 0 0.797538 0.86802
1.06868 0.486287 0.0149892 0.01713 0 0.82418 0.874164
1.09368 0.487118 0.0149381 0.0170716 0 0.851085 0.880153
1.11868 0.487925 0.0148887 0.0170152 0 0.87825 0.885994
1.14368 0.488708 0.0148411 0.0169607 0 0.905673 0.891692
1.16868 0.489469 0.014795 0.0169081 0 0.93335 0.897253
1.19368 0.490208 0.0147504 0.0168571 0 0.96128 0.90268
1.21868 0.490927 0.0147072 0.0168078 0 0.98946 0.907981
1.24368 0.491626 0.0146655 0.0167601 0 1.01789 0.913157
1.26868 0.492306 0.014625 0.0167138 0 1.04656 0.918215
1.29368 0.492968 0.0145858 0.016669 0 1.07548 0.923157
1.31868 0.493612 0.0145477 0.0166255 0 1.10464 0.927989
1.34368 0.494239 0.0145108 0.0165834 0 1.13404 0.932712
1.36868 0.494851 0.014475 0.0165424 0 1.16367 0.937332
1.39368 0.495447 0.0144402 0.0165027 0 1.19354 0.941851
1.41868 0.496028 0.0144064 0.0164641 0 1.22365 0.946273
1.44368 0.496594 0.0143736 0.0164265 0 1.25399 0.950601
1.46868 0.497147 0.0143416 0.01639 0 1.28456 0.954837
1.49368 0.497686 0.0143106 0.0163545 0 1.31535 0.958984
1.51868 0.498213 0.0142804 0.01632 0 1.34638 0.963045
1.54368 0.498727 0.0142509 0.0162864 0 1.37763 0.967024
1.56868 0.499229 0.0142223 0.0162536 0 1.4091 0.970921
1.59368 0.49972 0.0141944 0.0162218 0 1.44079 0.97474
1.61868 0.500199 0.0141672 0.0161907 0 1.47271 0.978482
1.64368 0.500667 0.0141407 0.0161604 0 1.50484 0.982151
1.66868 0.501125 0.0141149 0.0161309 0 1.5372 0.985747
1.69368 0.501573 0.0140897 0.0161021 0 1.56977 0.989274
1.71868 0.502012 0.0140651 0.016074 0 1.60255 0.992733
1.74368 0.50244 0.0140411 0.0160466 0 1.63555 0.996125
1.76868 0.50286 0.0140177 0.0160199 0 1.66876 0.999454
1.79368 0.50327 0.0139949 0.0159937 0 1.70218 1.00272
1.81868 0.503672 0.0139725 0.0159682 0 1.73581 1.00592
1.84368 0.504066 0.0139507 0.0159433 0 1.76965 1.00907
1.86868 0.504451 0.0139294 0.015919 0 1.80369 1.01216
1.89368 0.504829 0.0139086 0.0158952 0 1.83795 1.01519
1.91868 0.505199 0.0138882 0.0158719 0 1.87241 1.01817
1.94368 0.505561 0.0138683 0.0158491 0 1.90707 1.02109
1.96868 0.505917 0.0138489 0.0158269 0 1.94193 1.02396
1.99368 0.506265 0.0138298 0.0158051 0 1.977 1.02678
2.01868 0.506607 0.0138112 0.0157838 0 2.01226 1.02956
2.04368 0.506942 0.0137929 0.015763 0 2.04773 1.03228
2.06868 0.50727 0.0137751 0.0157426 0 2.08339 1.03496
2.09368 0.507592 0.0137576 0.0157226 0 2.11925 1.03759
2.11868 0.507909 0.0137405 0.015703 0 2.15531 1.04017
2.14368 0.508219 0.0137237 0.0156839 0 2.19156 1.04272
2.16868 0.508523 0.0137073 0.0156651 0 2.22801 1.04522
2.19368 0.508822 0.0136912 0.0156467 0 2.26465 1.04768
2.21868 0.509116 0.0136754 0.0156287 0 2.30148 1.05009
2.24368 0.509404 0.0136599 0.015611 0 2.3385 1.05247
2.26868 0.509687 0.0136448 0.0155937 0 2.37571 1.05481
2.29368 0.509965 0.0136299 0.0155767 0 2.41312 1.05711
2.31868 0.510238 0.0136153 0.01556 0 2.45071 1.05938
2.34368 0.510506 0.013601 0.0155437 0 2.48849 1.06161
2.36868 0.51077 0.013587 0.0155276 0 2.52645 1.0638
2.39368 0.511029 0.0135732 0.0155119 0 2.5646 1.06596
2.41868 0.511284 0.0135597 0.0154965 0 2.60294 1.06808
2.44368 0.511534 0.0135464 0.0154813 0 2.64146 1.07018
2.46868 0.51178 0.0135334 0.0154664 0 2.68017 1.07223
2.49368 0.512022 0.0135206 0.0154518 0 2.71905 1.07426
2.51868 0.51226 0.0135081 0.0154375 0 2.75812 1.07626
2.54368 0.512494 0.0134957 0.0154234 0 2.79737 1.07823
2.56868 0.512724 0.0134836 0.0154095 0 2.8368 1.08016
2.59368 0.512951 0.0134717 0.0153959 0 2.87641 1.08207
2.61868 0.513174 0.01346 0.0153826 0 2.9162 1.08395
2.64368 0.513393 0.0134485 0.0153694 0 2.95616 1.08581
2.66868 0.513609 0.0134372 0.0153565 0 2.99631 1.08763
2.69368 0.513821 0.0134261 0.0153438 0 3.03662 1.08943
2.71868 0.51403 0.0134152 0.0153314 0 3.07712 1.0912
2.74368 0.514236 0.0134045 0.0153191 0 3.11779 1.09295
2.76868 0.514438 0.013394 0.0153071 0 3.15863 1.09467
2.79368 0.514638 0.0133836 0.0152952 0 3.19965 1.09637
2.81868 0.514834 0.0133734 0.0152835 0 3.24084 1.09804
2.84368 0.515027 0.0133633 0.0152721 0 3.2822 1.09969
2.86868 0.515218 0.0133535 0.0152608 0 3.32374 1.10132
2.89368 0.515405 0.0133437 0.0152497 0 3.36544 1.10292
2.91868 0.51559 0.0133342 0.0152387 0 3.40732 1.1045
2.94368 0.515772 0.0133248 0.015228 0 3.44936 1.10607
2.96868 0.515952 0.0133155 0.0152174 0 3.49157 1.1076
2.99368 0.516129 0.0133064 0.015207 0 3.53395 1.10912
3.01868 0.516303 0.0132974 0.0151967 0 3.5765 1.11062
3.04368 0.516475 0.0132886 0.0151866 0 3.61922 1.1121
3.06868 0.516644 0.0132799 0.0151767 0 3.6621 1.11356
3.09368 0.516811 0.0132713 0.0151669 0 3.70515 1.11499
3.11868 0.516975 0.0132628 0.0151572 0 3.74836 1.11641
3.14368 0.517138 0.0132545 0.0151477 0 3.79174 1.11782
3.16868 0.517297 0.0132463 0.0151383 0 3.83528 1.1192
3.19368 0.517455 0.0132383 0.0151291 0 3.87898 1.12056
3.21868 0.517611 0.0132303 0.01512 0 3.92285 1.12191
3.24368 0.517764 0.0132225 0.0151111 0 3.96688 1.12324
3.26868 0.517915 0.0132147 0.0151023 0 4.01107 1.12455
3.29368 0.518065 0.0132071 0.0150936 0 4.05542 1.12585
3.31868 0.518212 0.0131996 0.015085 0 4.09993 1.12713
3.34368 0.518357 0.0131922 0.0150765 0 4.1446 1.12839
3.36868 0.518501 0.0131849 0.0150682 0 4.18943 1.12964
3.39368 0.518642 0.0131777 0.01506 0 4.23442 1.13088
3.41868 0.518782 0.0131706 0.0150519 0 4.27957 1.13209
3.44368 0.51892 0.0131637 0.0150439 0 4.32488 1.1333
3.46868 0.519056 0.0131568 0.015036 0 4.37034 1.13448
3.49368 0.51919 0.01315 0.0150282 0 4.41596 1.13566
3.51868 0.519322 0.0131432 0.0150206 0 4.46174 1.13682
3.54368 0.519453 0.0131366 0.015013 0 4.50767 1.13796
3.56868 0.519582 0.0131301 0.0150055 0 4.55375 1.13909
3.59368 0.51971 0.0131237 0.0149982 0 4.59999 1.14021
3.61868 0.519836 0.0131173 0.0149909 0 4.64639 1.14132
3.64368 0.51996 0.013111 0.0149837 0 4.69294 1.14241
3.66868 0.520083 0.0131048 0.0149767 0 4.73964 1.14349
3.69368 0.520204 0.0130987 0.0149697 0 4.7865 1.14456
3.71868 0.520324 0.0130927 0.0149628 0 4.8335 1.14561
3.74368 0.520442 0.0130867 0.014956 0 4.88066 1.14665
3.76868 0.520559 0.0130809 0.0149493 0 4.92797 1.14768
3.79368 0.520675 0.0130751 0.0149426 0 4.97543 1.1487
3.81868 0.520789 0.0130693 0.0149361 0 5.02304 1.14971
3.84368 0.520902 0.0130637 0.0149296 0 5.0708 1.1507
3.86868 0.521013 0.0130581 0.0149232 0 5.11871 1.15169
3.89368 0.521123 0.0130526 0.0149169 0 5.16677 1.15266
3.91868 0.521232 0.0130471 0.0149107 0 5.21498 1.15362
3.94368 0.52134 0.0130418 0.0149046 0 5.26334 1.15458
3.96868 0.521446 0.0130364 0.0148985 0 5.31184 1.15552
3.99368 0.521551 0.0130312 0.0148925 0 5.36049 1.15645
4.01868 0.521655 0.013026 0.0148866 0 5.40929 1.15737
4.04368 0.521757 0.0130209 0.0148807 0 5.45823 1.15828
4.06868 0.521859 0.0130158 0.0148749 0 5.50732 1.15918
4.09368 0.521959 0.0130108 0.0148692 0 5.55656 1.16007
4.11868 0.522059 0.0130059 0.0148636 0 5.60594 1.16095
4.14368 0.522157 0.013001 0.014858 0 5.65546 1.16183
4.16868 0.522254 0.0129962 0.0148525 0 5.70513 1.16269
4.19368 0.52235 0.0129914 0.014847 0 5.75494 1.16354
4.21868 0.522444 0.0129867 0.0148416 0 5.8049 1.16439
4.24368 0.522538 0.012982 0.0148363 0 5.855 1.16523
4.26868 0.522631 0.0129774 0.014831 0 5.90524 1.16605
4.29368 0.522723 0.0129728 0.0148258 0 5.95562 1.16687
4.31868 0.522814 0.0129683 0.0148207 0 6.00615 1.16768
4.34368 0.522903 0.0129639 0.0148156 0 6.05682 1.16848
4.36868 0.522992 0.0129595 0.0148105 0 6.10762 1.16928
4.39368 0.52308 0.0129551 0.0148056 0 6.15857 1.17006
4.41868 0.523167 0.0129508 0.0148006 0 6.20966 1.17084
4.44368 0.523253 0.0129466 0.0147958 0 6.26089 1.17161
4.46868 0.523338 0.0129423 0.014791 0 6.31226 1.17238
4.49368 0.523423 0.0129382 0.0147862 0 6.36377 1.17313
4.51868 0.523506 0.0129341 0.0147815 0 6.41541 1.17388
4.54368 0.523588 0.01293 0.0147768 0 6.4672 1.17462
4.56868 0.52367 0.012926 0.0147722 0 6.51912 1.17535
4.59368 0.523751 0.012922 0.0147677 0 6.57118 1.17608
4.61868 0.523831 0.012918 0.0147632 0 6.62338 1.17679
4.64368 0.52391 0.0129141 0.0147587 0 6.67572 1.17751
4.66868 0.523989 0.0129102 0.0147543 0 6.72819 1.17821
4.69368 0.524066 0.0129064 0.0147499 0 6.7808 1.17891
4.71868 0.524143 0.0129026 0.0147456 0 6.83354 1.1796
4.74368 0.524219 0.0128989 0.0147413 0 6.88642 1.18028
4.76868 0.524294 0.0128952 0.0147371 0 6.93944 1.18096
4.79368 0.524369 0.0128915 0.0147329 0 6.99259 1.18163
4.81868 0.524443 0.0128879 0.0147288 0 7.04587 1.1823
4.84368 0.524516 0.0128843 0.0147247 0 7.09929 1.18296
4.86868 0.524588 0.0128808 0.0147206 0 7.15285 1.18361
4.89368 0.52466 0.0128772 0.0147166 0 7.20653 1.18426
4.91868 0.524731 0.0128738 0.0147126 0 7.26035 1.1849
4.94368 0.524801 0.0128703 0.0147086 0 7.31431 1.18553
4.96868 0.524871 0.0128669 0.0147047 0 7.36839 1.18616
4.99368 0.52494 0.0128635 0.0147009 0 7.42261 1.18679
5.01868 0.525008 0.0128602 0.0146971 0 7.47696 1.1874
5.04368 0.525076 0.0128569 0.0146933 0 7.53144 1.18802
5.06868 0.525143 0.0128536 0.0146895 0 7.58606 1.18862
5.09368 0.525209 0.0128503 0.0146858 0 7.6408 1.18922
5.11868 0.525275 0.0128471 0.0146821 0 7.69567 1.18982
5.14368 0.52534 0.0128439 0.0146785 0 7.75068 1.19041
5.16868 0.525405 0.0128408 0.0146749 0 7.80582 1.19099
5.19368 0.525469 0.0128376 0.0146713 0 7.86108 1.19157
5.21868 0.525532 0.0128345 0.0146678 0 7.91648 1.19215
5.24368 0.525595 0.0128315 0.0146643 0 7.972 1.19272
5.26868 0.525657 0.0128284 0.0146608 0 8.02765 1.19328
5.29368 0.525719 0.0128254 0.0146574 0 8.08344 1.19384
5.31868 0.52578 0.0128224 0.0146539 0 8.13935 1.1944
5.34368 0.525841 0.0128195 0.0146506 0 8.19538 1.19495
5.36868 0.525901 0.0128166 0.0146472 0 8.25155 1.1955
5.39368 0.52596 0.0128137 0.0146439 0 8.30784 1.19604
5.41868 0.526019 0.0128108 0.0146406 0 8.36427 1.19657
5.44368 0.526078 0.0128079 0.0146374 0 8.42081 1.1971
5.46868 0.526136 0.0128051 0.0146342 0 8.47749 1.19763
5.49368 0.526193 0.0128023 0.014631 0 8.53429 1.19815
5.51868 0.52625 0.0127996 0.0146278 0 8.59122 1.19867
5.54368 0.526306 0.0127968 0.0146247 0 8.64827 1.19919
5.56868 0.526362 0.0127941 0.0146215 0 8.70545 1.1997
5.59368 0.526418 0.0127914 0.0146185 0 8.76275 1.2002
5.61868 0.526473 0.0127887 0.0146154 0 8.82018 1.2007
5.64368 0.526527 0.0127861 0.0146124 0 8.87773 1.2012
5.66868 0.526581 0.0127834 0.0146094 0 8.93541 1.20169
5.69368 0.526635 0.0127808 0.0146064 0 8.99321 1.20218
5.71868 0.526688 0.0127783 0.0146035 0 9.05114 1.20267
5.74368 0.526741 0.0127757 0.0146005 0 9.10919 1.20315
5.76868 0.526793 0.0127732 0.0145976 0 9.16736 1.20363
5.79368 0.526845 0.0127707 0.0145948 0 9.22566 1.2041
5.81868 0.526896 0.0127682 0.0145919 0 9.28408 1.20457
5.84368 0.526947 0.0127657 0.0145891 0 9.34262 1.20504
5.86868 0.526998 0.0127633 0.0145863 0 9.40128 1.2055
5.89368 0.527048 0.0127608 0.0145835 0 9.46007 1.20596
5.91868 0.527098 0.0127584 0.0145808 0 9.51898 1.20641
5.94368 0.527147 0.012756 0.0145781 0 9.57801 1.20687
5.96868 0.527196 0.0127537 0.0145753 0 9.63716 1.20731
5.99368 0.527245 0.0127513 0.0145727 0 9.69643 1.20776
6.01868 0.527293 0.012749 0.01457 0 9.75583 1.2082
6.04368 0.52734 0.0127467 0.0145674 0 9.81534 1.20864
6.06868 0.527388 0.0127444 0.0145648 0 9.87497 1.20907
6.09368 0.527435 0.0127421 0.0145622 0 9.93473 1.2095
6.11868 0.527482 0.0127399 0.0145596 0 9.9946 1.20993
6.14368 0.527528 0.0127376 0.014557 0 10.0546 1.21035
6.16868 0.527574 0.0127354 0.0145545 0 10.1147 1.21078
6.19368 0.527619 0.0127332 0.014552 0 10.1749 1.21119
6.21868 0.527664 0.012731 0.0145495 0 10.2353 1.21161
6.24368 0.527709 0.0127289 0.014547 0 10.2958 1.21202
6.26868 0.527754 0.0127267 0.0145446 0 10.3564 1.21243
6.29368 0.527798 0.0127246 0.0145421 0 10.4171 1.21283
6.31868 0.527842 0.0127225 0.0145397 0 10.4779 1.21324
6.34368 0.527885 0.0127204 0.0145373 0 10.5388 1.21364
6.36868 0.527928 0.0127183 0.014535 0 10.5999 1.21403
6.39368 0.527971 0.0127163 0.0145326 0 10.6611 1.21443
6.41868 0.528014 0.0127142 0.0145303 0 10.7224 1.21482
6.44368 0.528056 0.0127122 0.0145279 0 10.7838 1.21521
6.46868 0.528098 0.0127102 0.0145256 0 10.8453 1.21559
6.49368 0.528139 0.0127082 0.0145234 0 10.907 1.21597
6.51868 0.52818 0.0127062 0.0145211 0 10.9687 1.21635
