0.005 2.67203e-05 
0.015 9.3521e-05 
0.025 0.000153642 
0.035 0.000220442 
0.045 0.000280563 
0.055 0.000354044 
0.065 0.000387444 
0.075 0.000507685 
0.085 0.000434205 
0.095 0.000514365 
0.105 0.000654647 
0.115 0.000768208 
0.125 0.000688047 
0.135 0.000808289 
0.145 0.000881769 
0.155 0.00094189 
0.165 0.00116233 
0.175 0.00103541 
0.185 0.00132265 
0.195 0.000868409 
0.205 0.00124917 
0.215 0.00114897 
0.225 0.00118237 
0.235 0.00130929 
0.245 0.00156982 
0.255 0.00137609 
0.265 0.00150302 
0.275 0.0016433 
0.285 0.00165666 
0.295 0.00164998 
0.305 0.00168338 
0.315 0.0019105 
0.325 0.00185038 
0.335 0.0018437 
0.345 0.00195726 
0.355 0.00209754 
0.365 0.00221778 
0.375 0.00210422 
0.385 0.00206414 
0.395 0.0022111 
0.405 0.0022111 
0.415 0.00197062 
0.425 0.00228458 
0.435 0.00233134 
0.445 0.00234471 
0.455 0.00239815 
0.465 0.00242487 
0.475 0.00250503 
0.485 0.00225118 
0.495 0.00264531 
0.505 0.00239147 
0.515 0.00267203 
0.525 0.00313295 
0.535 0.00253843 
0.545 0.00284571 
0.555 0.00293255 
0.565 0.00261859 
0.575 0.00274551 
0.585 0.00275219 
0.595 0.00297263 
0.605 0.00291251 
0.615 0.00310623 
0.625 0.00283903 
0.635 0.00307951 
0.645 0.00295259 
0.655 0.00299935 
0.665 0.00308619 
0.675 0.00336008 
0.685 0.00321979 
0.695 0.00317303 
0.705 0.0035538 
0.715 0.00318639 
0.725 0.00312627 
0.735 0.00338012 
0.745 0.00329328 
0.755 0.0033868 
0.765 0.00324651 
0.775 0.00347364 
0.785 0.00317971 
0.795 0.00317971 
0.805 0.00343356 
0.815 0.00352708 
0.825 0.00360056 
0.835 0.00303275 
0.845 0.00382768 
0.855 0.00341352 
0.865 0.00360056 
0.875 0.00332 
0.885 0.00366736 
0.895 0.00370076 
0.905 0.00381432 
0.915 0.0035538 
0.925 0.00346696 
0.935 0.0032866 
0.945 0.00360724 
0.955 0.0035538 
0.965 0.00370744 
0.975 0.0035872 
0.985 0.0037208 
0.995 0.00404144 
1.005 0.003654 
1.015 0.00358052 
1.025 0.00366736 
1.035 0.00404812 
1.045 0.00356048 
1.055 0.0036874 
1.065 0.00381432 
1.075 0.00318639 
1.085 0.0033534 
1.095 0.00369408 
1.105 0.00396796 
1.115 0.0037542 
1.125 0.00356048 
1.135 0.00361392 
1.145 0.00358052 
1.155 0.0036206 
1.165 0.00366736 
1.175 0.00360724 
1.185 0.00379428 
1.195 0.00359388 
1.205 0.00394792 
1.215 0.00366068 
1.225 0.00370076 
1.235 0.00339348 
1.245 0.00381432 
1.255 0.00337344 
1.265 0.00380764 
1.275 0.00354712 
1.285 0.00374084 
1.295 0.00339348 
1.305 0.00364732 
1.315 0.00339348 
1.325 0.00334672 
1.335 0.00379428 
1.345 0.00334672 
1.355 0.00317303 
1.365 0.00357384 
1.375 0.00321979 
1.385 0.00362728 
1.395 0.00353376 
1.405 0.00327992 
1.415 0.00349368 
1.425 0.00383436 
1.435 0.00329328 
1.445 0.00313295 
1.455 0.00332668 
1.465 0.00358052 
1.475 0.00343356 
1.485 0.00360056 
1.495 0.00332668 
1.505 0.00291919 
1.515 0.00338012 
1.525 0.00338012 
1.535 0.00359388 
1.545 0.003487 
1.555 0.00315299 
1.565 0.00312627 
1.575 0.00315967 
1.585 0.00308619 
1.595 0.00306615 
1.605 0.00319975 
1.615 0.00302607 
1.625 0.00312627 
1.635 0.00308619 
1.645 0.00334004 
1.655 0.00326655 
1.665 0.00312627 
1.675 0.00332668 
1.685 0.00314631 
1.695 0.00314631 
1.705 0.00311291 
1.715 0.00304611 
1.725 0.00316635 
1.735 0.00297931 
1.745 0.00323315 
1.755 0.00297263 
1.765 0.00304611 
1.775 0.00286575 
1.785 0.00295259 
1.795 0.00317971 
1.805 0.00299267 
1.815 0.00311959 
1.825 0.00291251 
1.835 0.00296595 
1.845 0.00309955 
1.855 0.00287911 
1.865 0.00321311 
1.875 0.00292587 
1.885 0.00324651 
1.895 0.00284571 
1.905 0.00298599 
1.915 0.00273215 
1.925 0.00287243 
1.935 0.00263195 
1.945 0.00280563 
1.955 0.00285239 
1.965 0.00288579 
1.975 0.00309287 
1.985 0.00279895 
1.995 0.00276555 
2.005 0.00271879 
2.015 0.00269875 
2.025 0.00274551 
2.035 0.00281899 
2.045 0.00281899 
2.055 0.00267203 
2.065 0.00248499 
2.075 0.00259187 
2.085 0.00252507 
2.095 0.00259187 
2.105 0.00237143 
2.115 0.00251839 
2.125 0.00264531 
2.135 0.00251839 
2.145 0.00261859 
2.155 0.00248499 
2.165 0.00249167 
2.175 0.00279227 
2.185 0.00283903 
2.195 0.00250503 
2.205 0.00226454 
2.215 0.00256515 
2.225 0.00273215 
2.235 0.00274551 
2.245 0.00244491 
2.255 0.00235807 
2.265 0.00255847 
2.275 0.00243155 
2.285 0.0023113 
2.295 0.0022779 
2.305 0.00249835 
2.315 0.00253843 
2.325 0.00233802 
2.335 0.0023113 
2.345 0.00244491 
2.355 0.00245159 
2.365 0.00233802 
2.375 0.00219774 
2.385 0.00246495 
2.395 0.00247831 
2.405 0.00241151 
2.415 0.00227122 
2.425 0.00230462 
2.435 0.00205078 
2.445 0.00203074 
2.455 0.00203742 
2.465 0.00239147 
2.475 0.00223782 
2.485 0.00245827 
2.495 0.0022111 
2.505 0.00218438 
2.515 0.00240483 
2.525 0.0020107 
2.535 0.00254511 
