0.5 -0.669703 0.0542055 -0.000227931 7.16204e-05 1.07437 0.115818 -0.656649 0.058044 -0.000214768 7.34502e-05 1.01979 0.150473 -0.572394 0.0714017 -0.000228358 0.000110637 1.21249 0.139245 -0.424044 0.153221 -0.000101746 0.000138706 1.63872 0.576745 
1.5 -0.815351 0.0391344 -0.000599309 0.000122213 0.687187 0.224362 -0.623085 0.0705326 -0.000180307 7.70876e-05 1.06707 0.199171 -0.667346 0.048086 -0.000429209 0.00012219 1.07194 0.0762667 -0.561826 0.0802851 -0.00034946 0.000192378 1.18593 0.174574 
2.5 -0.793069 0.0448937 -0.000514311 0.000117497 0.830197 0.177326 -0.651508 0.0497257 -0.000231635 6.94562e-05 1.1073 0.078373 -0.676038 0.0545628 -0.000449937 0.000141826 1.03992 0.120958 -0.58009 0.077188 -0.000385516 0.000198352 1.09049 0.170381 
3.5 -0.738386 0.0435161 -0.000421553 0.000100273 0.938821 0.0941726 -0.615705 0.0530662 -0.000192913 6.39457e-05 1.21766 0.0948287 -0.651389 0.0544582 -0.000414252 0.000134924 1.10858 0.101864 -0.615926 0.0567455 -0.000527833 0.000189624 1.17215 0.0956383 
4.5 -0.67152 0.0519586 -0.000333727 0.000101367 1.03957 0.107744 -0.677776 0.0566659 -0.000306239 0.000100902 0.957653 0.14618 -0.707647 0.0488589 -0.00060036 0.000166657 0.906875 0.12355 -0.601595 0.0605484 -0.0005093 0.000198537 1.21532 0.111869 
5.5 -0.741107 0.04215 -0.000541661 0.000122398 0.995821 0.0865968 -0.729063 0.0425686 -0.000387079 9.11452e-05 0.969203 0.0759251 -0.652716 0.0573697 -0.000504123 0.000172328 1.06015 0.125549 -0.667112 0.0490252 -0.000816787 0.00023287 1.1113 0.0911244 
6.5 -0.752918 0.0420344 -0.000639934 0.000142147 0.976134 0.0943942 -0.683071 0.0511071 -0.000328216 9.61477e-05 1.03047 0.112818 -0.669333 0.0582115 -0.000504877 0.000170176 1.00494 0.153388 -0.594284 0.0703791 -0.000537353 0.00024472 1.16715 0.152854 
7.5 -0.741992 0.0373427 -0.000756488 0.000151077 1.02614 0.0599521 -0.656014 0.0540975 -0.000321324 0.000102774 1.08036 0.116063 -0.632977 0.0556832 -0.00054511 0.000186907 1.13152 0.101114 -0.62334 0.0617656 -0.000713977 0.000275937 1.09013 0.124251 
8.5 -0.642581 0.0500021 -0.000446908 0.000135124 1.16421 0.0789148 -0.665603 0.057035 -0.00039071 0.000129016 1.0793 0.131652 -0.594851 0.0583012 -0.000408928 0.000154141 1.25183 0.110025 -0.531562 0.0803519 -0.000392832 0.000228962 1.36907 0.185215 
9.5 -0.715365 0.0439411 -0.000829052 0.000200336 1.04069 0.0825572 -0.695203 0.0497155 -0.000492601 0.000138537 1.01879 0.108254 -0.617062 0.0684697 -0.000560855 0.000236031 1.13915 0.168816 -0.713032 0.0458244 -0.00141243 0.000361067 0.982524 0.099741 
10.5 -0.510309 0.098635 -0.000266209 0.000195309 1.36507 0.259535 -0.606678 0.0551103 -0.000310887 0.000108825 1.23082 0.0989209 -0.569857 0.073363 -0.00044918 0.000221304 1.24501 0.163104 -0.584649 0.0575595 -0.000682982 0.000257811 1.30689 0.106766 
