#[1]xEvo [2]E [3]PT [4]PL [5]Nu [6]Nd [7]Ns [8]Tau
0.027176 0.199956 0.099598 0.000760175 0.0177245 0.0202566 0 0.00591777
0.0278638 0.202149 0.100679 0.000790562 0.0177245 0.0202566 0 0.00611694
0.028569 0.204366 0.101772 0.000821925 0.0177245 0.0202566 0 0.00632285
0.0292921 0.206607 0.102876 0.000854305 0.0177245 0.0202566 0 0.00653572
0.0300334 0.208872 0.103992 0.000887743 0.0177245 0.0202566 0 0.0067558
0.0307935 0.211161 0.105119 0.000922281 0.0177245 0.0202566 0 0.00698333
0.0315729 0.213475 0.106258 0.000957963 0.0177245 0.0202566 0 0.00721856
0.0323719 0.215814 0.107409 0.000994835 0.0177245 0.0202566 0 0.00746175
0.0331912 0.218178 0.108572 0.00103294 0.0177245 0.0202566 0 0.00771318
0.0340312 0.220567 0.109747 0.00107234 0.0177245 0.0202566 0 0.00797312
0.0348925 0.222982 0.110934 0.00111306 0.0177245 0.0202566 0 0.00824187
0.0357756 0.225423 0.112134 0.00115518 0.0177245 0.0202566 0 0.00851972
0.036681 0.227889 0.113345 0.00119873 0.0177245 0.0202566 0 0.00880699
0.0376094 0.230382 0.114569 0.00124377 0.0177245 0.0202566 0 0.00910398
0.0385612 0.232902 0.115806 0.00129037 0.0177245 0.0202566 0 0.00941104
0.0395372 0.235449 0.117055 0.00133857 0.0177245 0.0202566 0 0.00972851
0.0405378 0.238023 0.118317 0.00138844 0.0177245 0.0202566 0 0.0100567
0.0415638 0.240624 0.119592 0.00144005 0.0177245 0.0202566 0 0.0103961
0.0426157 0.243252 0.120879 0.00149344 0.0177245 0.0202566 0 0.010747
0.0436942 0.245909 0.12218 0.0015487 0.0177245 0.0202566 0 0.0111097
0.0448001 0.248593 0.123494 0.00160589 0.0177245 0.0202566 0 0.0114848
0.0459339 0.251306 0.12482 0.00166507 0.0177245 0.0202566 0 0.0118726
0.0470965 0.254048 0.126161 0.00172633 0.0177245 0.0202566 0 0.0122735
0.0482884 0.256818 0.127514 0.00178974 0.0177245 0.0202566 0 0.012688
0.0495105 0.259617 0.128881 0.00185538 0.0177245 0.0202566 0 0.0131167
0.0507636 0.262446 0.130261 0.00192332 0.0177245 0.0202566 0 0.0135598
0.0520483 0.265305 0.131656 0.00199365 0.0177245 0.0202566 0 0.014018
0.0533656 0.268193 0.133063 0.00206645 0.0177245 0.0202566 0 0.0144918
0.0547162 0.271112 0.134485 0.00214182 0.0177245 0.0202566 0 0.0149816
0.056101 0.274061 0.13592 0.00221985 0.0177245 0.0202566 0 0.0154881
0.0575209 0.27704 0.13737 0.00230062 0.0177245 0.0202566 0 0.0160118
0.0589766 0.280051 0.138833 0.00238424 0.0177245 0.0202566 0 0.0165532
0.0604693 0.283093 0.140311 0.00247081 0.0177245 0.0202566 0 0.0171131
0.0619997 0.286166 0.141803 0.00256044 0.0177245 0.0202566 0 0.017692
0.0635688 0.289271 0.143309 0.00265322 0.0177245 0.0202566 0 0.0182906
0.0651776 0.292407 0.144829 0.00274927 0.0177245 0.0202566 0 0.0189095
0.0668272 0.295577 0.146364 0.00284871 0.0177245 0.0202566 0 0.0195494
0.0685185 0.298778 0.147913 0.00295165 0.0177245 0.0202566 0 0.0202111
0.0702526 0.302012 0.149477 0.00305822 0.0177245 0.0202566 0 0.0208954
0.0720306 0.305279 0.151055 0.00316854 0.0177245 0.0202566 0 0.0216029
0.0738536 0.30858 0.152649 0.00328274 0.0177245 0.0202566 0 0.0223344
0.0757228 0.311914 0.154256 0.00340096 0.0177245 0.0202566 0 0.0230909
0.0776392 0.315282 0.155879 0.00352334 0.0177245 0.0202566 0 0.0238731
0.0796042 0.318683 0.157517 0.00365001 0.0177245 0.0202566 0 0.024682
0.0816189 0.322119 0.159169 0.00378113 0.0177245 0.0202566 0 0.0255183
0.0836845 0.325589 0.160836 0.00391684 0.0177245 0.0202566 0 0.0263832
0.0858025 0.329095 0.162519 0.00405732 0.0177245 0.0202566 0 0.0272775
0.087974 0.332635 0.164216 0.00420271 0.0177245 0.0202566 0 0.0282023
0.0902005 0.33621 0.165928 0.00435319 0.0177245 0.0202566 0 0.0291586
0.0924834 0.339821 0.167656 0.00450892 0.0177245 0.0202566 0 0.0301475
0.094824 0.343467 0.169398 0.00467009 0.0177245 0.0202566 0 0.0311702
0.0972239 0.347149 0.171156 0.00483689 0.0177245 0.0202566 0 0.0322276
0.0996845 0.350868 0.172929 0.00500949 0.0177245 0.0202566 0 0.0333212
0.102207 0.354622 0.174717 0.0051881 0.0177245 0.0202566 0 0.0344521
0.104794 0.358414 0.17652 0.00537291 0.0177245 0.0202566 0 0.0356215
0.107446 0.362242 0.178339 0.00556413 0.0177245 0.0202566 0 0.0368309
0.110166 0.366107 0.180173 0.00576199 0.0177245 0.0202566 0 0.0380815
0.112954 0.370009 0.182021 0.00596669 0.0177245 0.0202566 0 0.0393749
0.115813 0.373949 0.183885 0.00617846 0.0177245 0.0202566 0 0.0407124
0.118744 0.377927 0.185765 0.00639755 0.0177245 0.0202566 0 0.0420956
0.121749 0.381942 0.187659 0.00662418 0.0177245 0.0202566 0 0.0435261
0.12483 0.385995 0.189568 0.0068586 0.0177245 0.0202566 0 0.0450055
0.127989 0.390087 0.191493 0.00710108 0.0177245 0.0202566 0 0.0465355
0.131229 0.394217 0.193432 0.00735188 0.0177245 0.0202566 0 0.0481178
0.13455 0.398385 0.195387 0.00761125 0.0177245 0.0202566 0 0.0497543
0.137955 0.402592 0.197356 0.00787949 0.0177245 0.0202566 0 0.0514467
0.141447 0.406838 0.199341 0.00815688 0.0177245 0.0202566 0 0.0531971
0.145027 0.411123 0.20134 0.00844371 0.0177245 0.0202566 0 0.0550074
0.148697 0.415447 0.203354 0.00874028 0.0177245 0.0202566 0 0.0568797
0.15246 0.419811 0.205382 0.00904691 0.0177245 0.0202566 0 0.0588162
0.156319 0.424214 0.207425 0.00936391 0.0177245 0.0202566 0 0.060819
0.160275 0.428656 0.209482 0.00969161 0.0177245 0.0202566 0 0.0628905
0.164331 0.433139 0.211554 0.0100304 0.0177245 0.0202566 0 0.0650331
0.16849 0.43766 0.21364 0.0103805 0.0177245 0.0202566 0 0.0672491
0.172755 0.442222 0.21574 0.0107424 0.0177245 0.0202566 0 0.0695412
0.177127 0.446824 0.217854 0.0111163 0.0177245 0.0202566 0 0.071912
0.18161 0.451466 0.219981 0.0115028 0.0177245 0.0202566 0 0.0743642
0.186206 0.456148 0.222123 0.0119021 0.0177245 0.0202566 0 0.0769006
0.190919 0.460869 0.224277 0.0123147 0.0177245 0.0202566 0 0.0795242
0.195751 0.465632 0.226445 0.0127409 0.0177245 0.0202566 0 0.0822381
0.200705 0.470434 0.228626 0.0131813 0.0177245 0.0202566 0 0.0850452
0.205784 0.475276 0.23082 0.0136361 0.0177245 0.0202566 0 0.087949
0.210993 0.480159 0.233027 0.0141058 0.0177245 0.0202566 0 0.0909526
0.216333 0.485082 0.235245 0.014591 0.0177245 0.0202566 0 0.0940598
0.221808 0.490045 0.237476 0.0150919 0.0177245 0.0202566 0 0.0972739
0.227421 0.495048 0.239719 0.0156092 0.0177245 0.0202566 0 0.100599
0.233177 0.500091 0.241974 0.0161432 0.0177245 0.0202566 0 0.104038
0.239078 0.505174 0.24424 0.0166945 0.0177245 0.0202566 0 0.107597
0.245129 0.510297 0.246517 0.0172635 0.0177245 0.0202566 0 0.111278
0.251333 0.51546 0.248805 0.0178508 0.0177245 0.0202566 0 0.115086
0.257694 0.520662 0.251103 0.0184569 0.0177245 0.0202566 0 0.119025
0.264216 0.525904 0.253411 0.0190823 0.0177245 0.0202566 0 0.123101
0.270903 0.531185 0.255729 0.0197275 0.0177245 0.0202566 0 0.127318
0.277759 0.536506 0.258056 0.0203931 0.0177245 0.0202566 0 0.13168
0.284789 0.541865 0.260393 0.0210796 0.0177245 0.0202566 0 0.136194
0.291996 0.547263 0.262738 0.0217877 0.0177245 0.0202566 0 0.140864
0.299386 0.5527 0.265091 0.0225179 0.0177245 0.0202566 0 0.145695
0.306964 0.558174 0.267452 0.0232708 0.0177245 0.0202566 0 0.150694
0.314732 0.563687 0.26982 0.0240469 0.0177245 0.0202566 0 0.155867
0.322698 0.569237 0.272195 0.024847 0.0177245 0.0202566 0 0.161219
0.330865 0.574825 0.274577 0.0256715 0.0177245 0.0202566 0 0.166757
0.339239 0.580449 0.276964 0.0265212 0.0177245 0.0202566 0 0.172487
0.347824 0.58611 0.279357 0.0273967 0.0177245 0.0202566 0 0.178416
0.356627 0.591807 0.281754 0.0282986 0.0177245 0.0202566 0 0.184552
0.365653 0.59754 0.284156 0.0292276 0.0177245 0.0202566 0 0.190901
0.374907 0.603308 0.286562 0.0301843 0.0177245 0.0202566 0 0.197471
0.384396 0.609111 0.288971 0.0311693 0.0177245 0.0202566 0 0.20427
0.394124 0.614949 0.291383 0.0321835 0.0177245 0.0202566 0 0.211306
0.404099 0.620819 0.293796 0.0332273 0.0177245 0.0202566 0 0.218588
0.414326 0.626723 0.296211 0.0343016 0.0177245 0.0202566 0 0.226124
0.424813 0.63266 0.298627 0.035407 0.0177245 0.0202566 0 0.233923
0.435564 0.638629 0.301042 0.0365442 0.0177245 0.0202566 0 0.241995
0.446588 0.644628 0.303457 0.0377139 0.0177245 0.0202566 0 0.250349
0.45789 0.650659 0.305871 0.0389168 0.0177245 0.0202566 0 0.258996
0.469479 0.656719 0.308283 0.0401535 0.0177245 0.0202566 0 0.267945
0.481361 0.662808 0.310692 0.0414248 0.0177245 0.0202566 0 0.277208
0.493543 0.668926 0.313097 0.0427314 0.0177245 0.0202566 0 0.286797
0.506034 0.675071 0.315498 0.044074 0.0177245 0.0202566 0 0.296722
0.518841 0.681243 0.317895 0.0454532 0.0177245 0.0202566 0 0.306995
0.531972 0.68744 0.320285 0.0468697 0.0177245 0.0202566 0 0.31763
0.545436 0.693663 0.322669 0.0483242 0.0177245 0.0202566 0 0.328639
0.55924 0.699909 0.325046 0.0498174 0.0177245 0.0202566 0 0.340036
0.573394 0.706178 0.327414 0.05135 0.0177245 0.0202566 0 0.351835
0.587906 0.712469 0.329773 0.0529225 0.0177245 0.0202566 0 0.36405
0.602785 0.718781 0.332123 0.0545356 0.0177245 0.0202566 0 0.376696
0.618041 0.725113 0.334461 0.05619 0.0177245 0.0202566 0 0.389788
0.633682 0.731463 0.336788 0.0578863 0.0177245 0.0202566 0 0.403344
0.64972 0.737831 0.339103 0.0596249 0.0177245 0.0202566 0 0.41738
0.666164 0.744215 0.341404 0.0614066 0.0177245 0.0202566 0 0.431913
0.683023 0.750614 0.343691 0.0632319 0.0177245 0.0202566 0 0.446961
0.70031 0.757027 0.345963 0.0651012 0.0177245 0.0202566 0 0.462543
0.718034 0.763453 0.348219 0.0670152 0.0177245 0.0202566 0 0.478679
0.736206 0.769889 0.350457 0.0689742 0.0177245 0.0202566 0 0.495388
0.754839 0.776336 0.352678 0.0709786 0.0177245 0.0202566 0 0.512692
0.773943 0.78279 0.354881 0.073029 0.0177245 0.0202566 0 0.530612
0.79353 0.789252 0.357063 0.0751257 0.0177245 0.0202566 0 0.549171
0.813614 0.79572 0.359225 0.077269 0.0177245 0.0202566 0 0.568392
0.834205 0.802191 0.361366 0.0794592 0.0177245 0.0202566 0 0.588299
0.855318 0.808665 0.363484 0.0816966 0.0177245 0.0202566 0 0.608919
0.876965 0.81514 0.365579 0.0839814 0.0177245 0.0202566 0 0.630276
0.89916 0.821614 0.36765 0.0863138 0.0177245 0.0202566 0 0.652399
0.921916 0.828087 0.369696 0.0886939 0.0177245 0.0202566 0 0.675314
0.945249 0.834555 0.371717 0.0911217 0.0177245 0.0202566 0 0.699052
0.969172 0.841018 0.37371 0.0935972 0.0177245 0.0202566 0 0.723643
0.9937 0.847473 0.375676 0.0961205 0.0177245 0.0202566 0 0.749118
1.01868 0.853877 0.377601 0.098674 0.0177245 0.0202566 0 0.77533
1.04368 0.860121 0.379454 0.101213 0.0177245 0.0202566 0 0.801833
1.06868 0.866205 0.381235 0.103735 0.0177245 0.0202566 0 0.828603
1.09368 0.872137 0.382949 0.106239 0.0177245 0.0202566 0 0.855636
1.11868 0.877922 0.384599 0.108725 0.0177245 0.0202566 0 0.882931
1.14368 0.883566 0.386186 0.111193 0.0177245 0.0202566 0 0.910484
1.16868 0.889073 0.387715 0.113642 0.0177245 0.0202566 0 0.938293
1.19368 0.894449 0.389188 0.116073 0.0177245 0.0202566 0 0.966356
1.21868 0.899699 0.390607 0.118484 0.0177245 0.0202566 0 0.99467
1.24368 0.904826 0.391975 0.120876 0.0177245 0.0202566 0 1.02323
1.26868 0.909835 0.393293 0.123248 0.0177245 0.0202566 0 1.05204
1.29368 0.914731 0.394565 0.125601 0.0177245 0.0202566 0 1.0811
1.31868 0.919516 0.395791 0.127934 0.0177245 0.0202566 0 1.11039
1.34368 0.924195 0.396974 0.130246 0.0177245 0.0202566 0 1.13993
1.36868 0.92877 0.398116 0.132539 0.0177245 0.0202566 0 1.16971
1.39368 0.933247 0.399217 0.134812 0.0177245 0.0202566 0 1.19972
1.41868 0.937626 0.400281 0.137064 0.0177245 0.0202566 0 1.22997
1.44368 0.941913 0.401308 0.139296 0.0177245 0.0202566 0 1.26045
1.46868 0.946108 0.4023 0.141508 0.0177245 0.0202566 0 1.29116
1.49368 0.950216 0.403258 0.1437 0.0177245 0.0202566 0 1.3221
1.51868 0.954239 0.404184 0.145871 0.0177245 0.0202566 0 1.35327
1.54368 0.95818 0.405079 0.148022 0.0177245 0.0202566 0 1.38466
1.56868 0.96204 0.405943 0.150153 0.0177245 0.0202566 0 1.41629
1.59368 0.965823 0.406779 0.152264 0.0177245 0.0202566 0 1.44813
1.61868 0.96953 0.407588 0.154354 0.0177245 0.0202566 0 1.48019
1.64368 0.973163 0.408369 0.156425 0.0177245 0.0202566 0 1.51248
1.66868 0.976726 0.409125 0.158475 0.0177245 0.0202566 0 1.54498
1.69368 0.980219 0.409857 0.160506 0.0177245 0.0202566 0 1.5777
1.71868 0.983645 0.410564 0.162516 0.0177245 0.0202566 0 1.61064
1.74368 0.987006 0.411249 0.164507 0.0177245 0.0202566 0 1.64379
1.76868 0.990303 0.411912 0.166479 0.0177245 0.0202566 0 1.67716
1.79368 0.993538 0.412554 0.16843 0.0177245 0.0202566 0 1.71073
1.81868 0.996713 0.413175 0.170362 0.0177245 0.0202566 0 1.74452
1.84368 0.999829 0.413777 0.172275 0.0177245 0.0202566 0 1.77852
1.86868 1.00289 0.414359 0.174169 0.0177245 0.0202566 0 1.81272
1.89368 1.00589 0.414924 0.176044 0.0177245 0.0202566 0 1.84714
1.91868 1.00884 0.41547 0.177899 0.0177245 0.0202566 0 1.88175
1.94368 1.01174 0.416 0.179736 0.0177245 0.0202566 0 1.91658
1.96868 1.01458 0.416513 0.181555 0.0177245 0.0202566 0 1.9516
1.99368 1.01738 0.417011 0.183354 0.0177245 0.0202566 0 1.98683
2.01868 1.02012 0.417493 0.185136 0.0177245 0.0202566 0 2.02226
2.04368 1.02282 0.41796 0.186899 0.0177245 0.0202566 0 2.05789
2.06868 1.02547 0.418414 0.188644 0.0177245 0.0202566 0 2.09372
2.09368 1.02808 0.418853 0.190371 0.0177245 0.0202566 0 2.12974
2.11868 1.03064 0.41928 0.19208 0.0177245 0.0202566 0 2.16597
2.14368 1.03316 0.419693 0.193772 0.0177245 0.0202566 0 2.20239
2.16868 1.03563 0.420094 0.195446 0.0177245 0.0202566 0 2.239
2.19368 1.03807 0.420483 0.197103 0.0177245 0.0202566 0 2.27581
2.21868 1.04047 0.420861 0.198743 0.0177245 0.0202566 0 2.31281
2.24368 1.04282 0.421227 0.200366 0.0177245 0.0202566 0 2.35001
2.26868 1.04514 0.421583 0.201972 0.0177245 0.0202566 0 2.38739
2.29368 1.04742 0.421929 0.203562 0.0177245 0.0202566 0 2.42497
2.31868 1.04966 0.422264 0.205135 0.0177245 0.0202566 0 2.46273
2.34368 1.05187 0.422589 0.206691 0.0177245 0.0202566 0 2.50069
2.36868 1.05404 0.422905 0.208232 0.0177245 0.0202566 0 2.53883
2.39368 1.05618 0.423212 0.209756 0.0177245 0.0202566 0 2.57716
2.41868 1.05829 0.42351 0.211265 0.0177245 0.0202566 0 2.61567
2.44368 1.06036 0.4238 0.212758 0.0177245 0.0202566 0 2.65437
2.46868 1.0624 0.424082 0.214235 0.0177245 0.0202566 0 2.69325
2.49368 1.06441 0.424355 0.215698 0.0177245 0.0202566 0 2.73232
2.51868 1.06639 0.424621 0.217145 0.0177245 0.0202566 0 2.77157
2.54368 1.06833 0.424879 0.218577 0.0177245 0.0202566 0 2.811
2.56868 1.07025 0.42513 0.219994 0.0177245 0.0202566 0 2.85061
2.59368 1.07214 0.425374 0.221396 0.0177245 0.0202566 0 2.8904
2.61868 1.07401 0.425611 0.222784 0.0177245 0.0202566 0 2.93037
2.64368 1.07584 0.425842 0.224158 0.0177245 0.0202566 0 2.97052
2.66868 1.07765 0.426066 0.225517 0.0177245 0.0202566 0 3.01085
2.69368 1.07943 0.426284 0.226863 0.0177245 0.0202566 0 3.05135
2.71868 1.08119 0.426497 0.228194 0.0177245 0.0202566 0 3.09203
2.74368 1.08292 0.426703 0.229512 0.0177245 0.0202566 0 3.13289
2.76868 1.08462 0.426904 0.230816 0.0177245 0.0202566 0 3.17392
2.79368 1.08631 0.427099 0.232107 0.0177245 0.0202566 0 3.21513
2.81868 1.08796 0.427289 0.233385 0.0177245 0.0202566 0 3.25651
2.84368 1.0896 0.427474 0.234649 0.0177245 0.0202566 0 3.29806
2.86868 1.09121 0.427654 0.235901 0.0177245 0.0202566 0 3.33978
2.89368 1.0928 0.42783 0.237139 0.0177245 0.0202566 0 3.38168
2.91868 1.09437 0.428 0.238365 0.0177245 0.0202566 0 3.42375
2.94368 1.09591 0.428167 0.239579 0.0177245 0.0202566 0 3.46598
2.96868 1.09744 0.428328 0.24078 0.0177245 0.0202566 0 3.50839
2.99368 1.09894 0.428486 0.241969 0.0177245 0.0202566 0 3.55097
3.01868 1.10042 0.428639 0.243146 0.0177245 0.0202566 0 3.59371
3.04368 1.10189 0.428789 0.244311 0.0177245 0.0202566 0 3.63662
3.06868 1.10333 0.428935 0.245464 0.0177245 0.0202566 0 3.6797
3.09368 1.10476 0.429076 0.246605 0.0177245 0.0202566 0 3.72295
3.11868 1.10616 0.429215 0.247735 0.0177245 0.0202566 0 3.76636
3.14368 1.10755 0.429349 0.248854 0.0177245 0.0202566 0 3.80993
3.16868 1.10892 0.429481 0.249961 0.0177245 0.0202566 0 3.85367
3.19368 1.11027 0.429609 0.251058 0.0177245 0.0202566 0 3.89758
3.21868 1.11161 0.429733 0.252143 0.0177245 0.0202566 0 3.94165
3.24368 1.11293 0.429855 0.253217 0.0177245 0.0202566 0 3.98588
3.26868 1.11423 0.429974 0.254281 0.0177245 0.0202566 0 4.03027
3.29368 1.11551 0.430089 0.255334 0.0177245 0.0202566 0 4.07482
3.31868 1.11678 0.430202 0.256377 0.0177245 0.0202566 0 4.11954
3.34368 1.11803 0.430312 0.257409 0.0177245 0.0202566 0 4.16442
3.36868 1.11927 0.430419 0.258432 0.0177245 0.0202566 0 4.20945
3.39368 1.12049 0.430524 0.259444 0.0177245 0.0202566 0 4.25465
3.41868 1.1217 0.430626 0.260446 0.0177245 0.0202566 0 4.3
3.44368 1.12289 0.430725 0.261438 0.0177245 0.0202566 0 4.34552
3.46868 1.12407 0.430822 0.262421 0.0177245 0.0202566 0 4.39119
3.49368 1.12523 0.430917 0.263394 0.0177245 0.0202566 0 4.43702
3.51868 1.12638 0.43101 0.264357 0.0177245 0.0202566 0 4.483
3.54368 1.12751 0.4311 0.265311 0.0177245 0.0202566 0 4.52915
3.56868 1.12863 0.431188 0.266256 0.0177245 0.0202566 0 4.57544
3.59368 1.12974 0.431274 0.267192 0.0177245 0.0202566 0 4.6219
3.61868 1.13084 0.431358 0.268119 0.0177245 0.0202566 0 4.6685
3.64368 1.13192 0.43144 0.269036 0.0177245 0.0202566 0 4.71527
3.66868 1.13299 0.43152 0.269945 0.0177245 0.0202566 0 4.76218
3.69368 1.13404 0.431599 0.270845 0.0177245 0.0202566 0 4.80925
3.71868 1.13509 0.431675 0.271737 0.0177245 0.0202566 0 4.85647
3.74368 1.13612 0.43175 0.27262 0.0177245 0.0202566 0 4.90385
3.76868 1.13714 0.431823 0.273495 0.0177245 0.0202566 0 4.95137
3.79368 1.13815 0.431894 0.274361 0.0177245 0.0202566 0 4.99905
3.81868 1.13915 0.431964 0.27522 0.0177245 0.0202566 0 5.04688
3.84368 1.14013 0.432032 0.27607 0.0177245 0.0202566 0 5.09486
3.86868 1.14111 0.432098 0.276912 0.0177245 0.0202566 0 5.14299
3.89368 1.14207 0.432163 0.277746 0.0177245 0.0202566 0 5.19127
3.91868 1.14303 0.432227 0.278573 0.0177245 0.0202566 0 5.23969
3.94368 1.14397 0.432289 0.279391 0.0177245 0.0202566 0 5.28827
3.96868 1.1449 0.43235 0.280202 0.0177245 0.0202566 0 5.337
3.99368 1.14582 0.432409 0.281006 0.0177245 0.0202566 0 5.38587
4.01868 1.14674 0.432467 0.281802 0.0177245 0.0202566 0 5.43489
4.04368 1.14764 0.432524 0.282591 0.0177245 0.0202566 0 5.48406
4.06868 1.14853 0.43258 0.283372 0.0177245 0.0202566 0 5.53337
4.09368 1.14941 0.432634 0.284147 0.0177245 0.0202566 0 5.58283
4.11868 1.15029 0.432687 0.284914 0.0177245 0.0202566 0 5.63244
4.14368 1.15115 0.432739 0.285674 0.0177245 0.0202566 0 5.68219
4.16868 1.15201 0.43279 0.286428 0.0177245 0.0202566 0 5.73208
4.19368 1.15285 0.43284 0.287174 0.0177245 0.0202566 0 5.78212
4.21868 1.15369 0.432889 0.287914 0.0177245 0.0202566 0 5.83231
4.24368 1.15452 0.432936 0.288647 0.0177245 0.0202566 0 5.88264
4.26868 1.15534 0.432983 0.289373 0.0177245 0.0202566 0 5.93311
4.29368 1.15615 0.433029 0.290093 0.0177245 0.0202566 0 5.98372
4.31868 1.15695 0.433074 0.290807 0.0177245 0.0202566 0 6.03448
4.34368 1.15775 0.433117 0.291514 0.0177245 0.0202566 0 6.08538
4.36868 1.15854 0.43316 0.292215 0.0177245 0.0202566 0 6.13642
4.39368 1.15931 0.433202 0.292909 0.0177245 0.0202566 0 6.1876
4.41868 1.16009 0.433244 0.293598 0.0177245 0.0202566 0 6.23892
4.44368 1.16085 0.433284 0.29428 0.0177245 0.0202566 0 6.29038
4.46868 1.1616 0.433323 0.294957 0.0177245 0.0202566 0 6.34199
4.49368 1.16235 0.433362 0.295627 0.0177245 0.0202566 0 6.39373
4.51868 1.16309 0.4334 0.296292 0.0177245 0.0202566 0 6.44561
4.54368 1.16382 0.433437 0.296951 0.0177245 0.0202566 0 6.49763
4.56868 1.16455 0.433473 0.297604 0.0177245 0.0202566 0 6.54979
4.59368 1.16527 0.433509 0.298251 0.0177245 0.0202566 0 6.60209
4.61868 1.16598 0.433544 0.298893 0.0177245 0.0202566 0 6.65453
4.64368 1.16669 0.433578 0.299529 0.0177245 0.0202566 0 6.7071
4.66868 1.16738 0.433612 0.30016 0.0177245 0.0202566 0 6.75982
4.69368 1.16808 0.433645 0.300786 0.0177245 0.0202566 0 6.81266
4.71868 1.16876 0.433677 0.301406 0.0177245 0.0202566 0 6.86565
4.74368 1.16944 0.433709 0.302021 0.0177245 0.0202566 0 6.91877
4.76868 1.17011 0.43374 0.302631 0.0177245 0.0202566 0 6.97203
4.79368 1.17078 0.43377 0.303235 0.0177245 0.0202566 0 7.02542
4.81868 1.17143 0.4338 0.303834 0.0177245 0.0202566 0 7.07895
4.84368 1.17209 0.433829 0.304429 0.0177245 0.0202566 0 7.13261
4.86868 1.17273 0.433858 0.305018 0.0177245 0.0202566 0 7.18641
4.89368 1.17338 0.433886 0.305603 0.0177245 0.0202566 0 7.24034
4.91868 1.17401 0.433914 0.306182 0.0177245 0.0202566 0 7.29441
4.94368 1.17464 0.433941 0.306757 0.0177245 0.0202566 0 7.3486
4.96868 1.17526 0.433968 0.307327 0.0177245 0.0202566 0 7.40294
4.99368 1.17588 0.433994 0.307893 0.0177245 0.0202566 0 7.4574
