5 -0.000594905 3.75559e-05 -1.148e-05 1.12375e-06 -0.000338866 2.85694e-05 -6.01699e-06 7.99083e-07 -0.000425764 4.71788e-05 -1.46344e-05 1.95597e-06 -0.000552525 6.5751e-05 -3.16095e-05 3.08754e-06 
15 -1.85448e-05 8.02087e-05 -5.36302e-05 4.14823e-06 -0.000477253 5.45496e-05 -2.11361e-05 2.20638e-06 -0.00055424 8.61317e-05 -6.13151e-05 4.11021e-06 -0.000431685 0.000112958 -0.000105385 6.77774e-06 
25 0.00491987 0.000186014 0.00021152 2.07007e-05 -0.000358298 0.000101107 -7.90821e-05 5.55229e-06 0.000826725 0.000164511 -0.000146544 1.34433e-05 0.00166374 0.000201185 -0.000157018 1.96538e-05 
35 0.0122892 0.000354721 0.000999224 6.05115e-05 0.00141712 0.000191606 -0.00013505 1.72961e-05 0.00556593 0.000306607 1.09955e-05 4.04847e-05 0.00812115 0.000369537 0.000200362 5.57192e-05 
45 0.0269463 0.000618887 0.00357403 0.000153559 0.00803587 0.000371376 0.000198895 5.60613e-05 0.0173647 0.000547372 0.00138053 0.00011168 0.020237 0.000595023 0.00189285 0.000129976 
55 0.0503335 0.00100404 0.00957494 0.000337951 0.0248811 0.000682417 0.00276397 0.000163483 0.0341563 0.00082738 0.0048153 0.000230183 0.03206 0.000805673 0.0042413 0.000217805 
65 0.0860458 0.00157238 0.0217714 0.00069548 0.0440903 0.00105688 0.00696088 0.000333986 0.0394936 0.00103235 0.00540138 0.000309305 0.0252406 0.0008551 0.0017869 0.000210163 
75 0.074382 0.00195369 0.0131374 0.000821307 0.0257807 0.00115802 -0.000381498 0.000302257 0.00803064 0.000859836 -0.00336767 0.000163472 -0.00445368 0.000595827 -0.0040093 9.29462e-05 
85 -0.0413592 0.000647907 -0.0124355 0.000266974 -0.0352104 0.000452697 -0.00482354 0.000177586 -0.0301387 0.000443716 -0.00202648 0.000119335 -0.0244819 0.000438654 -0.000570732 7.35847e-05 
95 -0.00906569 0.000521313 0.00132677 8.02788e-05 -0.00499852 0.000353119 0.000678754 5.47892e-05 -0.00304431 0.000258014 0.00039086 3.97779e-05 -0.00197701 0.000193239 0.000236649 2.88477e-05 
