#[1]xEvo [2]E [3]PT [4]PL [5]Nu [6]Nd [7]Ns [8]Tau
0.01 0.129155 0.0645775 0 0.0708982 0.0810265 0 0.00392301
0.0102531 0.129943 0.0649677 7.90537e-06 0.0708982 0.0810265 0 0.00400137
0.0105126 0.130748 0.065366 1.60213e-05 0.0708982 0.0810265 0 0.00407615
0.0107786 0.131569 0.0657724 2.4353e-05 0.0708982 0.0810265 0 0.00415341
0.0110514 0.132407 0.0661868 3.29058e-05 0.0708982 0.0810265 0 0.00423324
0.0113311 0.133261 0.0666094 4.16854e-05 0.0708982 0.0810265 0 0.00431571
0.0116179 0.134131 0.0670402 5.06978e-05 0.0708982 0.0810265 0 0.0044009
0.0119119 0.135018 0.0674793 5.99491e-05 0.0708982 0.0810265 0 0.00448889
0.0122134 0.135923 0.0679266 6.94459e-05 0.0708982 0.0810265 0 0.00457976
0.0125225 0.136844 0.0683823 7.91952e-05 0.0708982 0.0810265 0 0.00467361
0.0128395 0.137782 0.0688463 8.92042e-05 0.0708982 0.0810265 0 0.00477052
0.0131644 0.138737 0.0693187 9.94804e-05 0.0708982 0.0810265 0 0.00487058
0.0134976 0.139709 0.0697996 0.000110032 0.0708982 0.0810265 0 0.00497389
0.0138392 0.140699 0.070289 0.000120867 0.0708982 0.0810265 0 0.00508056
0.0141894 0.141706 0.0707869 0.000131995 0.0708982 0.0810265 0 0.00519067
0.0145486 0.14273 0.0712933 0.000143424 0.0708982 0.0810265 0 0.00530434
0.0149168 0.143772 0.0718084 0.000155164 0.0708982 0.0810265 0 0.00542168
0.0152943 0.144832 0.0723322 0.000167226 0.0708982 0.0810265 0 0.00554279
0.0156814 0.145909 0.0728646 0.00017962 0.0708982 0.0810265 0 0.0056678
0.0160782 0.147004 0.0734058 0.000192357 0.0708982 0.0810265 0 0.00579683
0.0164852 0.148117 0.0739558 0.000205449 0.0708982 0.0810265 0 0.00592999
0.0169024 0.149248 0.0745145 0.000218907 0.0708982 0.0810265 0 0.00606742
0.0173301 0.150397 0.0750822 0.000232745 0.0708982 0.0810265 0 0.00620925
0.0177688 0.151565 0.0756588 0.000246975 0.0708982 0.0810265 0 0.00635562
0.0182185 0.15275 0.0762443 0.000261612 0.0708982 0.0810265 0 0.00650666
0.0186795 0.153954 0.0768389 0.00027667 0.0708982 0.0810265 0 0.00666253
0.0191523 0.155177 0.0774425 0.000292163 0.0708982 0.0810265 0 0.00682337
0.019637 0.156418 0.0780551 0.000308109 0.0708982 0.0810265 0 0.00698934
0.020134 0.157678 0.078677 0.000324522 0.0708982 0.0810265 0 0.00716061
0.0206436 0.158957 0.079308 0.00034142 0.0708982 0.0810265 0 0.00733733
0.021166 0.160255 0.0799482 0.000358821 0.0708982 0.0810265 0 0.00751969
0.0217017 0.161572 0.0805978 0.000376742 0.0708982 0.0810265 0 0.00770785
0.022251 0.162908 0.0812566 0.000395204 0.0708982 0.0810265 0 0.00790201
0.0228141 0.164264 0.0819249 0.000414226 0.0708982 0.0810265 0 0.00810235
0.0233915 0.165639 0.0826026 0.00043383 0.0708982 0.0810265 0 0.00830907
0.0239835 0.167034 0.0832898 0.000454035 0.0708982 0.0810265 0 0.00852237
0.0245905 0.168448 0.0839865 0.000474866 0.0708982 0.0810265 0 0.00874247
0.0252129 0.169882 0.0846928 0.000496344 0.0708982 0.0810265 0 0.00896957
0.025851 0.171336 0.0854087 0.000518495 0.0708982 0.0810265 0 0.0092039
0.0265052 0.17281 0.0861343 0.000541344 0.0708982 0.0810265 0 0.00944571
0.027176 0.174304 0.0868697 0.000564915 0.0708982 0.0810265 0 0.00969521
0.0278638 0.175819 0.0876149 0.000589237 0.0708982 0.0810265 0 0.00995267
0.028569 0.177354 0.08837 0.000614338 0.0708982 0.0810265 0 0.0102183
0.0292921 0.17891 0.0891349 0.000640246 0.0708982 0.0810265 0 0.0104925
0.0300334 0.180487 0.0899098 0.000666991 0.0708982 0.0810265 0 0.0107754
0.0307935 0.182084 0.0906948 0.000694605 0.0708982 0.0810265 0 0.0110673
0.0315729 0.183703 0.0914898 0.00072312 0.0708982 0.0810265 0 0.0113685
0.0323719 0.185342 0.092295 0.00075257 0.0708982 0.0810265 0 0.0116793
0.0331912 0.187004 0.0931103 0.000782989 0.0708982 0.0810265 0 0.0120001
0.0340312 0.188686 0.0939359 0.000814414 0.0708982 0.0810265 0 0.0123312
0.0348925 0.190391 0.0947718 0.00084688 0.0708982 0.0810265 0 0.0126728
0.0357756 0.192117 0.0956181 0.000880428 0.0708982 0.0810265 0 0.0130254
0.036681 0.193865 0.0964748 0.000915097 0.0708982 0.0810265 0 0.0133892
0.0376094 0.195635 0.097342 0.000950928 0.0708982 0.0810265 0 0.0137647
0.0385612 0.197428 0.0982198 0.000987964 0.0708982 0.0810265 0 0.0141523
0.0395372 0.199242 0.0991081 0.00102625 0.0708982 0.0810265 0 0.0145523
0.0405378 0.20108 0.100007 0.00106583 0.0708982 0.0810265 0 0.0149651
0.0415638 0.20294 0.100917 0.00110675 0.0708982 0.0810265 0 0.0153911
0.0426157 0.204824 0.101837 0.00114907 0.0708982 0.0810265 0 0.0158309
0.0436942 0.20673 0.102769 0.00119282 0.0708982 0.0810265 0 0.0162848
0.0448001 0.20866 0.103711 0.00123807 0.0708982 0.0810265 0 0.0167534
0.0459339 0.210613 0.104664 0.00128487 0.0708982 0.0810265 0 0.017237
0.0470965 0.21259 0.105628 0.00133328 0.0708982 0.0810265 0 0.0177362
0.0482884 0.21459 0.106604 0.00138334 0.0708982 0.0810265 0 0.0182514
0.0495105 0.216615 0.10759 0.00143513 0.0708982 0.0810265 0 0.0187834
0.0507636 0.218664 0.108587 0.00148871 0.0708982 0.0810265 0 0.0193325
0.0520483 0.220737 0.109596 0.00154413 0.0708982 0.0810265 0 0.0198993
0.0533656 0.222834 0.110616 0.00160147 0.0708982 0.0810265 0 0.0204845
0.0547162 0.224956 0.111648 0.00166079 0.0708982 0.0810265 0 0.0210886
0.056101 0.227104 0.112691 0.00172217 0.0708982 0.0810265 0 0.0217122
0.0575209 0.229276 0.113745 0.00178567 0.0708982 0.0810265 0 0.0223561
0.0589766 0.231473 0.114811 0.00185138 0.0708982 0.0810265 0 0.0230209
0.0604693 0.233696 0.115888 0.00191936 0.0708982 0.0810265 0 0.0237072
0.0619997 0.235944 0.116977 0.00198971 0.0708982 0.0810265 0 0.0244158
0.0635688 0.238218 0.118078 0.00206251 0.0708982 0.0810265 0 0.0251475
0.0651776 0.240518 0.11919 0.00213783 0.0708982 0.0810265 0 0.025903
0.0668272 0.242844 0.120314 0.00221577 0.0708982 0.0810265 0 0.026683
0.0685185 0.245197 0.12145 0.00229643 0.0708982 0.0810265 0 0.0274885
0.0702526 0.247576 0.122598 0.00237989 0.0708982 0.0810265 0 0.0283202
0.0720306 0.249981 0.123757 0.00246626 0.0708982 0.0810265 0 0.029179
0.0738536 0.252414 0.124929 0.00255563 0.0708982 0.0810265 0 0.0300659
0.0757228 0.254873 0.126113 0.00264811 0.0708982 0.0810265 0 0.0309818
