0 5 130.21 98.2103
5 10 98.2103 91.739
10 15 91.739 85.4569
15 20 85.4569 78.9002
20 25 78.9002 72.233
25 30 72.233 65.4915
30 35 65.4915 58.7244
35 40 58.7235 52.2107
40 45 52.2099 45.9557
45 50 45.9557 39.9339
50 55 39.9339 34.2837
55 60 34.2837 29.1336
60 65 29.1336 24.5131
65 70 24.5131 20.3619
70 75 20.3619 16.5689
75 80 16.5689 13.0507
80 85 13.0507 9.63708
85 90 9.63708 6.38596
90 95 6.38596 3.36697
95 100 3.36697 0.0318937
