2.5 -0.534481 0.0357297 -0.00053937 0.000142951 1.22322 0.0730377 0.495493 0.0412129 0.000301921 0.000101827 0.95963 0.159786 0.442409 0.053766 0.000307706 0.000151547 -1.21801 0.226254 0.579456 0.0225754 0.00112621 0.000181137 0.807174 0.130522 
7.5 0.513755 0.0311695 0.000885872 0.000220001 -1.08208 0.130016 -0.266602 0.282236 -4.07832e-05 0.000158544 2.28617 2.56807 0.536746 0.0268644 0.00102457 0.000211332 -1.01881 0.119915 0.641295 0.0137956 0.0025573 0.000239715 0.843728 0.0486937 
12.5 0.702462 0.00948039 0.00582057 0.000365754 0.933898 0.0115043 0.533049 0.029154 0.00105647 0.000236135 -0.796495 0.301352 0.664004 0.01159 0.00402592 0.000317201 0.857823 0.0344439 0.690294 0.00969423 0.00503965 0.000332382 0.897004 0.0185808 
17.5 0.801086 0.00461095 0.0183012 0.000631604 0.972762 0.0022709 0.662506 0.0119391 0.00424168 0.000339842 0.895945 0.0253412 0.743628 0.00670128 0.010138 0.000484387 0.933673 0.00740465 0.774055 0.00554458 0.0126222 0.000513949 0.952771 0.00423783 
22.5 0.843538 0.00321833 0.0364436 0.000997757 0.981182 0.0011687 0.738205 0.00698718 0.0113393 0.00055823 0.933677 0.00779723 0.80687 0.00428517 0.0221754 0.000758118 0.963342 0.00259997 0.818844 0.00387789 0.0224095 0.000710373 0.970489 0.00194836 
27.5 0.864109 0.00269485 0.0575507 0.00143553 0.982382 0.000914092 0.791014 0.00480336 0.0232627 0.000865025 0.955799 0.00348473 0.84594 0.00316538 0.0372654 0.00103768 0.976414 0.0013219 0.841258 0.00333228 0.031511 0.00091265 0.972931 0.00154177 
32.5 0.878606 0.00247883 0.0826642 0.00199424 0.980598 0.000909933 0.832856 0.0036224 0.0419178 0.00130582 0.96437 0.00213282 0.853301 0.00308791 0.0457219 0.00127091 0.973343 0.00143245 0.83823 0.00350032 0.0340618 0.00103008 0.967467 0.00190039 
37.5 0.846415 0.0036267 0.0774729 0.00245124 0.956176 0.0026772 0.806632 0.00474792 0.0412832 0.00159321 0.92911 0.00557022 0.7969 0.0051201 0.0321723 0.001314 0.917806 0.00706809 0.747075 0.00705235 0.017663 0.000940419 0.819443 0.0276892 
42.5 0.668771 0.0129729 0.0228056 0.00219879 -1.08531 0.0443387 0.488243 0.0380154 0.00395475 0.00130791 -1.66062 0.147886 -0.502587 0.0389004 -0.00304858 0.000885488 1.70021 0.117691 -0.698955 0.0167017 -0.00739291 0.000572331 1.2812 0.0231122 
47.5 -0.927757 0.0116664 -0.0388867 0.000956189 1.09275 0.00939433 -1.00538 0.0105774 -0.0300712 0.000583513 1.02129 0.00794199 -1.06844 0.0100988 -0.0231372 0.00045176 0.963737 0.00782358 -1.14222 0.00987026 -0.0176862 0.000393755 0.890744 0.00910707 
52.5 -1.39606 0.0124165 -0.0437099 0.000890017 0.683343 0.0268858 -1.45905 0.0128092 -0.0266322 0.000703869 -0.629767 0.0396665 -1.52267 0.0133424 -0.0170104 0.000549532 -0.776258 0.0144865 -1.59267 0.0141801 -0.0106569 0.000421647 -0.85593 0.00992169 
57.5 -1.97717 0.0243248 -0.0195734 0.000957255 -0.959885 0.00742904 -2.06747 0.0261318 -0.0109901 0.000655764 -1.00055 0.00716434 -2.17535 0.0287191 -0.00645237 0.000464182 -1.03937 0.00744916 -2.26565 0.0315788 -0.00407186 0.000336826 -1.06727 0.00805754 
62.5 -2.94497 0.0698866 -0.00409322 0.000480631 -1.15248 0.011183 -3.07863 0.0767677 -0.00214192 0.000293714 -1.18231 0.0126289 -3.21827 0.086258 -0.00115421 0.000182738 -1.20981 0.0148149 -3.33654 0.0959555 -0.000675009 0.000120355 -1.23244 0.0170718 
67.5 -4.95667 0.336371 -0.000474831 0.000156673 -1.37919 0.0347686 -5.2072 0.37139 -0.000233083 8.85773e-05 -1.41253 0.0413161 -5.58277 0.46156 -0.000125611 5.69277e-05 -1.45209 0.0500782 -5.88614 0.54263 -7.05648e-05 3.78475e-05 -1.4894 0.0572121 
72.5 -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan 
77.5 -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan 
82.5 -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan 
87.5 -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan 
92.5 -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan 
97.5 -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan -nan nan 0 0 -nan nan 
